"gene_id" "locusName" "Description" "colors"
"Manes.04G060345.v8.1" "Manes.04G060345" NA "turquoise"
"Manes.04G054800.v8.1" "Manes.04G054800" "(1 of 1) K16573 - gamma-tubulin complex component 6 (TUBGCP6, GCP6)" "turquoise"
"Manes.04G055100.v8.1" "Manes.04G055100" NA "turquoise"
"Manes.04G051100.v8.1" "Manes.04G051100" "(1 of 3) 1.2.3.1 - Aldehyde oxidase / Retinal oxidase" "turquoise"
"Manes.04G066100.v8.1" "Manes.04G066100" "(1 of 1) PTHR15600:SF28 - SACSIN" "turquoise"
"Manes.04G061300.v8.1" "Manes.04G061300" NA "turquoise"
"Manes.04G061400.v8.1" "Manes.04G061400" "(1 of 2) PTHR10381//PTHR10381:SF11 - ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT // ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT, MITOCHONDRIAL-RELATED" "turquoise"
"Manes.04G058600.v8.1" "Manes.04G058600" "(1 of 1) K09658 - dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit (DPM2)" "turquoise"
"Manes.04G062400.v8.1" "Manes.04G062400" NA "turquoise"
"Manes.04G061700.v8.1" "Manes.04G061700" "(1 of 1) K13416 - brassinosteroid insensitive 1-associated receptor kinase 1 (BAK1)" "turquoise"
"Manes.04G060202.v8.1" "Manes.04G060202" NA "turquoise"
"Manes.04G060400.v8.1" "Manes.04G060400" "(1 of 1) PTHR19845:SF0 - KATANIN P80 WD40 REPEAT-CONTAINING SUBUNIT B1" "turquoise"
"Manes.04G062300.v8.1" "Manes.04G062300" "(1 of 1) K14768 - U3 small nucleolar RNA-associated protein 7 (UTP7, WDR46)" "turquoise"
"Manes.04G062200.v8.1" "Manes.04G062200" NA "turquoise"
"Manes.04G062600.v8.1" "Manes.04G062600" "(1 of 1) K14539 - large subunit GTPase 1 (LSG1)" "turquoise"
"Manes.04G063962.v8.1" "Manes.04G063962" "(1 of 2) PTHR23002//PTHR23002:SF69 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.04G064500.v8.1" "Manes.04G064500" "(1 of 1) PTHR11404:SF17 - SUPEROXIDE DISMUTASE [FE] 3, CHLOROPLASTIC" "turquoise"
"Manes.04G066500.v8.1" "Manes.04G066500" "(1 of 3) K01872 - alanyl-tRNA synthetase (AARS, alaS)" "turquoise"
"Manes.04G067400.v8.1" "Manes.04G067400" "(1 of 1) PTHR23315:SF114 - U-BOX DOMAIN-CONTAINING PROTEIN 15" "turquoise"
"Manes.04G064801.v8.1" "Manes.04G064801" NA "turquoise"
"Manes.04G064900.v8.1" "Manes.04G064900" "(1 of 1) PTHR11206//PTHR11206:SF149 - MULTIDRUG RESISTANCE PROTEIN // MATE EFFLUX FAMILY PROTEIN 3, CHLOROPLASTIC" "turquoise"
"Manes.04G065300.v8.1" "Manes.04G065300" NA "turquoise"
"Manes.04G067900.v8.1" "Manes.04G067900" "(1 of 6) PF00182//PF00187 - Chitinase class I (Glyco_hydro_19) // Chitin recognition protein (Chitin_bind_1)" "turquoise"
"Manes.04G067950.v8.1" "Manes.04G067950" "(1 of 2) PTHR31989//PTHR31989:SF2 - FAMILY NOT NAMED // NAC DOMAIN CONTAINING PROTEIN 36" "turquoise"
"Manes.04G068100.v8.1" "Manes.04G068100" "(1 of 12) PF03947 - Ribosomal Proteins L2, C-terminal domain (Ribosomal_L2_C)" "turquoise"
"Manes.04G069900.v8.1" "Manes.04G069900" "(1 of 1) K06640 - serine/threonine-protein kinase ATR (ATR)" "turquoise"
"Manes.04G070067.v8.1" "Manes.04G070067" NA "turquoise"
"Manes.04G070600.v8.1" "Manes.04G070600" NA "turquoise"
"Manes.04G071900.v8.1" "Manes.04G071900" NA "turquoise"
"Manes.04G076160.v8.1" "Manes.04G076160" "(1 of 1) PF00179//PF05773 - Ubiquitin-conjugating enzyme (UQ_con) // RWD domain (RWD)" "turquoise"
"Manes.04G075100.v8.1" "Manes.04G075100" "(1 of 5) PTHR23257//PTHR23257:SF541 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.04G075000.v8.1" "Manes.04G075000" "(1 of 2) PTHR10774:SF50 - SYNAPTOTAGMIN-1-RELATED" "turquoise"
"Manes.04G073300.v8.1" "Manes.04G073300" NA "turquoise"
"Manes.04G076800.v8.1" "Manes.04G076800" "(1 of 2) K18754 - protein lin-28 (LIN28)" "turquoise"
"Manes.04G077800.v8.1" "Manes.04G077800" "(1 of 11) KOG2922 - Uncharacterized conserved protein" "turquoise"
"Manes.04G078200.v8.1" "Manes.04G078200" "(1 of 2) K13119 - protein FAM50 (FAM50, XAP5)" "turquoise"
"Manes.04G083100.v8.1" "Manes.04G083100" "(1 of 1) K07071 - uncharacterized protein (K07071)" "turquoise"
"Manes.04G083600.v8.1" "Manes.04G083600" "(1 of 2) PTHR24115:SF405 - ATP BINDING MICROTUBULE MOTOR FAMILY PROTEIN" "turquoise"
"Manes.04G084000.v8.1" "Manes.04G084000" "(1 of 1) PTHR22884:SF374 - ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 19-RELATED" "turquoise"
"Manes.04G084500.v8.1" "Manes.04G084500" "(1 of 4) PTHR10663//PTHR10663:SF163 - GUANYL-NUCLEOTIDE EXCHANGE FACTOR // SUBFAMILY NOT NAMED" "turquoise"
"Manes.04G084600.v8.1" "Manes.04G084600" "(1 of 2) K00801 - farnesyl-diphosphate farnesyltransferase (FDFT1)" "turquoise"
"Manes.04G085500.v8.1" "Manes.04G085500" "(1 of 4) K02154 - V-type H+-transporting ATPase subunit a (ATPeV0A, ATP6N)" "turquoise"
"Manes.04G086500.v8.1" "Manes.04G086500" "(1 of 2) PTHR10799//PTHR10799:SF611 - SWI/SNF-RELATED MATRIX-ASSOCIATED ACTIN-DEPENDENT REGULATOR OF CHROMATIN SUBFAMILY-RELATED // CHROMATIN REMODELING PROTEIN-RELATED" "turquoise"
"Manes.04G086800.v8.1" "Manes.04G086800" "(1 of 2) K10685 - ubiquitin-like 1-activating enzyme E1 B (UBLE1B, SAE2, UBA2)" "turquoise"
"Manes.04G086900.v8.1" "Manes.04G086900" "(1 of 31) PF07714//PF11721 - Protein tyrosine kinase (Pkinase_Tyr) // Di-glucose binding within endoplasmic reticulum (Malectin)" "turquoise"
"Manes.04G073700.v8.1" "Manes.04G073700" "(1 of 2) K13998 - dihydrofolate reductase / thymidylate synthase (DHFR-TS)" "turquoise"
"Manes.04G087600.v8.1" "Manes.04G087600" NA "turquoise"
"Manes.04G088200.v8.1" "Manes.04G088200" "(1 of 1) K18730 - PERQ amino acid-rich with GYF domain-containing protein (GIGYF)" "turquoise"
"Manes.04G088400.v8.1" "Manes.04G088400" "(1 of 1) PTHR31096:SF22 - ACR6" "turquoise"
"Manes.04G090400.v8.1" "Manes.04G090400" NA "turquoise"
"Manes.04G091700.v8.1" "Manes.04G091700" "(1 of 4) K00654 - serine palmitoyltransferase (SPT)" "turquoise"
"Manes.04G092200.v8.1" "Manes.04G092200" NA "turquoise"
"Manes.04G092500.v8.1" "Manes.04G092500" "(1 of 2) PTHR10438:SF267 - THIOREDOXIN-LIKE PROTEIN CXXS2-RELATED" "turquoise"
"Manes.04G093100.v8.1" "Manes.04G093100" "(1 of 3) PTHR22884//PTHR22884:SF352 - SET DOMAIN PROTEINS // HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-9 SPECIFIC SUVH4" "turquoise"
"Manes.04G093600.v8.1" "Manes.04G093600" "(1 of 2) PTHR13052//PTHR13052:SF2 - NFRKB-RELATED // SUBFAMILY NOT NAMED" "turquoise"
"Manes.04G094200.v8.1" "Manes.04G094200" "(1 of 5) K00660 - chalcone synthase (CHS)" "turquoise"
"Manes.04G095100.v8.1" "Manes.04G095100" "(1 of 1) PF00097//PF03468 - Zinc finger, C3HC4 type (RING finger) (zf-C3HC4) // XS domain (XS)" "turquoise"
"Manes.04G095200.v8.1" "Manes.04G095200" "(1 of 6) PTHR21596//PTHR21596:SF12 - RIBONUCLEASE P SUBUNIT P38 // PROTEIN SUPPRESSOR OF GENE SILENCING 3" "turquoise"
"Manes.04G095400.v8.1" "Manes.04G095400" "(1 of 1) PTHR10293//PTHR10293:SF37 - GLUTAREDOXIN-RELATED PROTEIN // MONOTHIOL GLUTAREDOXIN-S14, CHLOROPLASTIC" "turquoise"
"Manes.04G096700.v8.1" "Manes.04G096700" "(1 of 1) PTHR24031:SF42 - ATP-DEPENDENT RNA HELICASE DDX59-RELATED" "turquoise"
"Manes.04G097000.v8.1" "Manes.04G097000" "(1 of 108) PF00168 - C2 domain (C2)" "turquoise"
"Manes.04G097100.v8.1" "Manes.04G097100" NA "turquoise"
"Manes.04G098900.v8.1" "Manes.04G098900" "(1 of 2) PTHR10383//PTHR10383:SF25 - SERINE INCORPORATOR // SERINC-DOMAIN CONTAINING SERINE AND SPHINGOLIPID BIOSYNTHESIS PROTEIN" "turquoise"
"Manes.04G099700.v8.1" "Manes.04G099700" "(1 of 1) K06676 - condensin complex subunit 2 (BRRN1, BRN1, CAPH)" "turquoise"
"Manes.04G100200.v8.1" "Manes.04G100200" "(1 of 6) PF00069//PF07645//PF13947 - Protein kinase domain (Pkinase) // Calcium-binding EGF domain (EGF_CA) // Wall-associated receptor kinase galacturonan-binding (GUB_WAK_bind)" "turquoise"
"Manes.04G101300.v8.1" "Manes.04G101300" "(1 of 2) PTHR12403//PTHR12403:SF14 - MBP-1 INTERACTING PROTEIN-2A // SUBFAMILY NOT NAMED" "turquoise"
"Manes.04G102400.v8.1" "Manes.04G102400" "(1 of 1) PF01075 - Glycosyltransferase family 9 (heptosyltransferase) (Glyco_transf_9)" "turquoise"
"Manes.04G103500.v8.1" "Manes.04G103500" NA "turquoise"
"Manes.04G104600.v8.1" "Manes.04G104600" NA "turquoise"
"Manes.04G105400.v8.1" "Manes.04G105400" "(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase" "turquoise"
"Manes.04G105800.v8.1" "Manes.04G105800" "(1 of 11) 3.6.3.34 - Iron-chelate-transporting ATPase" "turquoise"
"Manes.04G106400.v8.1" "Manes.04G106400" "(1 of 1) PTHR23321:SF26 - 28S RIBOSOMAL PROTEIN S15, MITOCHONDRIAL" "turquoise"
"Manes.04G109100.v8.1" "Manes.04G109100" NA "turquoise"
"Manes.04G110600.v8.1" "Manes.04G110600" "(1 of 2) PTHR12601//PTHR12601:SF18 - EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT  EIF-3 // TETRATRICOPEPTIDE REPEAT-CONTAINING PROTEIN" "turquoise"
"Manes.04G111100.v8.1" "Manes.04G111100" "(1 of 1) PTHR31669:SF10 - PROTEIN FAR1-RELATED SEQUENCE 6" "turquoise"
"Manes.04G111600.v8.1" "Manes.04G111600" "(1 of 1) PTHR10555//PTHR10555:SF154 - SORTING NEXIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.04G111700.v8.1" "Manes.04G111700" "(1 of 3) K03106 - signal recognition particle subunit SRP54 (SRP54, ffh)" "turquoise"
"Manes.04G112150.v8.1" "Manes.04G112150" "(1 of 1) PF00069//PF14144 - Protein kinase domain (Pkinase) // Seed dormancy control (DOG1)" "turquoise"
"Manes.04G112400.v8.1" "Manes.04G112400" "(1 of 2) K12856 - pre-mRNA-processing factor 8 (PRPF8, PRP8)" "turquoise"
"Manes.04G113300.v8.1" "Manes.04G113300" "(1 of 2) PTHR27002:SF31 - G-TYPE LECTIN S-RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE SD2-5" "turquoise"
"Manes.04G115100.v8.1" "Manes.04G115100" "(1 of 3) K13280 - signal peptidase, endoplasmic reticulum-type (SEC11, sipW)" "turquoise"
"Manes.04G115200.v8.1" "Manes.04G115200" NA "turquoise"
"Manes.04G115500.v8.1" "Manes.04G115500" NA "turquoise"
"Manes.04G116000.v8.1" "Manes.04G116000" "(1 of 4) PTHR11926//PTHR11926:SF199 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED" "turquoise"
"Manes.04G116100.v8.1" "Manes.04G116100" NA "turquoise"
"Manes.04G116500.v8.1" "Manes.04G116500" "(1 of 1) K11864 - BRCA1/BRCA2-containing complex subunit 3 (BRCC3)" "turquoise"
"Manes.04G116700.v8.1" "Manes.04G116700" "(1 of 1) PTHR22847:SF361 - JOUBERIN" "turquoise"
"Manes.04G117300.v8.1" "Manes.04G117300" NA "turquoise"
"Manes.04G117400.v8.1" "Manes.04G117400" "(1 of 2) K02265 - cytochrome c oxidase subunit 5b (COX5B)" "turquoise"
"Manes.04G119300.v8.1" "Manes.04G119300" NA "turquoise"
"Manes.04G120400.v8.1" "Manes.04G120400" "(1 of 3) K07767 - katanin p60 ATPase-containing subunit A1 [EC:3.6.4.3] (KATNA1)" "turquoise"
"Manes.04G120700.v8.1" "Manes.04G120700" NA "turquoise"
"Manes.04G120800.v8.1" "Manes.04G120800" "(1 of 2) PTHR31734:SF34 - AUXIN-RESPONSIVE PROTEIN IAA15" "turquoise"
"Manes.04G122500.v8.1" "Manes.04G122500" "(1 of 2) K15304 - Ran-binding protein 3 (RANBP3)" "turquoise"
"Manes.04G122600.v8.1" "Manes.04G122600" "(1 of 3) K17302 - coatomer, subunit beta' (COPB2, SEC27)" "turquoise"
"Manes.04G123300.v8.1" "Manes.04G123300" NA "turquoise"
"Manes.04G123400.v8.1" "Manes.04G123400" NA "turquoise"
"Manes.04G123700.v8.1" "Manes.04G123700" NA "turquoise"
"Manes.04G124600.v8.1" "Manes.04G124600" NA "turquoise"
"Manes.04G125300.v8.1" "Manes.04G125300" "(1 of 10) PTHR27001//PTHR27001:SF89 - FAMILY NOT NAMED // PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK1-RELATED" "turquoise"
"Manes.04G125400.v8.1" "Manes.04G125400" NA "turquoise"
"Manes.04G128300.v8.1" "Manes.04G128300" "(1 of 20) PTHR27001//PTHR27001:SF27 - FAMILY NOT NAMED // PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK15" "turquoise"
"Manes.04G129100.v8.1" "Manes.04G129100" NA "turquoise"
"Manes.04G129750.v8.1" "Manes.04G129750" "(1 of 5) 1.1.1.237 - Hydroxyphenylpyruvate reductase" "turquoise"
"Manes.04G129800.v8.1" "Manes.04G129800" "(1 of 1) PTHR33101//PTHR33101:SF10//PTHR33101:SF11 - FAMILY NOT NAMED // RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR 8-RELATED // SUBFAMILY NOT NAMED" "turquoise"
"Manes.04G132001.v8.1" "Manes.04G132001" "(1 of 5) PTHR24177:SF18 - ANKYRIN REPEAT FAMILY PROTEIN-RELATED" "turquoise"
"Manes.04G132202.v8.1" "Manes.04G132202" "(1 of 5) PTHR24177//PTHR24177:SF18 - FAMILY NOT NAMED // ANKYRIN REPEAT FAMILY PROTEIN-RELATED" "turquoise"
"Manes.04G132600.v8.1" "Manes.04G132600" "(1 of 2) K14313 - nuclear pore complex protein Nup53 (NUP35, NUP53)" "turquoise"
"Manes.04G132900.v8.1" "Manes.04G132900" NA "turquoise"
"Manes.04G134700.v8.1" "Manes.04G134700" "(1 of 6) K00844 - hexokinase (HK)" "turquoise"
"Manes.04G135400.v8.1" "Manes.04G135400" "(1 of 166) PF00646 - F-box domain (F-box)" "turquoise"
"Manes.04G135600.v8.1" "Manes.04G135600" "(1 of 2) PTHR23155//PTHR23155:SF494 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.04G135700.v8.1" "Manes.04G135700" NA "turquoise"
"Manes.04G136400.v8.1" "Manes.04G136400" "(1 of 2) K15128 - mediator of RNA polymerase II transcription subunit 6 (MED6)" "turquoise"
"Manes.04G136600.v8.1" "Manes.04G136600" NA "turquoise"
"Manes.04G137500.v8.1" "Manes.04G137500" "(1 of 1) 1.4.1.4 - Glutamate dehydrogenase (NADP(+)) / Glutamic dehydrogenase" "turquoise"
"Manes.04G137600.v8.1" "Manes.04G137600" NA "turquoise"
"Manes.04G137700.v8.1" "Manes.04G137700" "(1 of 2) K11843 - ubiquitin carboxyl-terminal hydrolase 14 [EC:3.4.19.12] (USP14, UBP6)" "turquoise"
"Manes.04G139600.v8.1" "Manes.04G139600" "(1 of 2) PTHR11649:SF62 - PROTEIN SEY1 HOMOLOG" "turquoise"
"Manes.04G141100.v8.1" "Manes.04G141100" NA "turquoise"
"Manes.04G141500.v8.1" "Manes.04G141500" "(1 of 5) K03257 - translation initiation factor 4A (EIF4A)" "turquoise"
"Manes.04G141600.v8.1" "Manes.04G141600" "(1 of 2) 2.3.1.97 - Glycylpeptide N-tetradecanoyltransferase / Peptide N-tetradecanoyltransferase" "turquoise"
"Manes.04G142200.v8.1" "Manes.04G142200" "(1 of 2) K03005 - DNA-directed RNA polymerase I subunit RPA49 (RPA49, POLR1E)" "turquoise"
"Manes.04G142300.v8.1" "Manes.04G142300" NA "turquoise"
"Manes.04G142500.v8.1" "Manes.04G142500" "(1 of 1) 6.6.1.2 - Cobaltochelatase / Hydrogenobyrinic acid a,c-diamide cobaltochelatase" "turquoise"
"Manes.04G142700.v8.1" "Manes.04G142700" NA "turquoise"
"Manes.04G142900.v8.1" "Manes.04G142900" "(1 of 5) 2.3.1.158//2.3.1.20 - Phospholipid:diacylglycerol acyltransferase / PDAT // Diacylglycerol O-acyltransferase / Diglyceride acyltransferase" "turquoise"
"Manes.04G143300.v8.1" "Manes.04G143300" "(1 of 4) K12191 - charged multivesicular body protein 2A (CHMP2A)" "turquoise"
"Manes.04G145200.v8.1" "Manes.04G145200" NA "turquoise"
"Manes.04G145500.v8.1" "Manes.04G145500" "(1 of 2) PTHR21262//PTHR21262:SF14 - GUANOSINE-3',5'-BIS DIPHOSPHATE  3'-PYROPHOSPHOHYDROLASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.04G146000.v8.1" "Manes.04G146000" "(1 of 2) K03868 - RING-box protein 1 (RBX1, ROC1)" "turquoise"
"Manes.04G148100.v8.1" "Manes.04G148100" NA "turquoise"
"Manes.04G148300.v8.1" "Manes.04G148300" "(1 of 4) 2.3.1.179 - Beta-ketoacyl-[acyl-carrier-protein] synthase II / KASII" "turquoise"
"Manes.04G149800.v8.1" "Manes.04G149800" NA "turquoise"
"Manes.04G151100.v8.1" "Manes.04G151100" "(1 of 1) K14790 - nucleolar protein 9 (NOP9)" "turquoise"
"Manes.04G151300.v8.1" "Manes.04G151300" NA "turquoise"
"Manes.04G151600.v8.1" "Manes.04G151600" "(1 of 1) PF07460 - NUMOD3 motif (2 copies) (NUMOD3)" "turquoise"
"Manes.04G151700.v8.1" "Manes.04G151700" "(1 of 3) 1.5.1.5//3.5.4.9 - Methylenetetrahydrofolate dehydrogenase (NADP(+)) // Methenyltetrahydrofolate cyclohydrolase" "turquoise"
"Manes.04G152300.v8.1" "Manes.04G152300" "(1 of 4) PTHR24093:SF355 - ATPASE 1, PLASMA MEMBRANE-TYPE-RELATED" "turquoise"
"Manes.04G153700.v8.1" "Manes.04G153700" NA "turquoise"
"Manes.04G154300.v8.1" "Manes.04G154300" "(1 of 2) PTHR13068//PTHR13068:SF20 - CGI-12 PROTEIN-RELATED // SUBFAMILY NOT NAMED" "turquoise"
"Manes.04G154700.v8.1" "Manes.04G154700" "(1 of 7) K13681 - xyloglucan fucosyltransferase [EC:2.4.1.-] Fuc a1-2 Gal (FUT)" "turquoise"
"Manes.04G155900.v8.1" "Manes.04G155900" "(1 of 1) K03021 - DNA-directed RNA polymerase III subunit RPC2 (RPC2, POLR3B)" "turquoise"
"Manes.04G156100.v8.1" "Manes.04G156100" NA "turquoise"
"Manes.04G156900.v8.1" "Manes.04G156900" NA "turquoise"
"Manes.04G157000.v8.1" "Manes.04G157000" "(1 of 1) K09567 - peptidyl-prolyl isomerase H (cyclophilin H) (PPIH, CYPH)" "turquoise"
"Manes.04G158200.v8.1" "Manes.04G158200" NA "turquoise"
"Manes.04G159600.v8.1" "Manes.04G159600" "(1 of 1) K16251 - DNA-directed RNA polymerase V subunit 1 [EC:2.7.7.6] (NRPE1)" "turquoise"
"Manes.04G160000.v8.1" "Manes.04G160000" "(1 of 1) PTHR10799:SF573 - TRANSCRIPTION TERMINATION FACTOR 2" "turquoise"
"Manes.04G160200.v8.1" "Manes.04G160200" NA "turquoise"
"Manes.04G160400.v8.1" "Manes.04G160400" "(1 of 3) PTHR11817:SF5 - PYRUVATE KINASE-RELATED" "turquoise"
"Manes.04G160500.v8.1" "Manes.04G160500" "(1 of 1) K13211 - GC-rich sequence DNA-binding factor (GCFC)" "turquoise"
"Manes.04G161000.v8.1" "Manes.04G161000" NA "turquoise"
"Manes.04G161200.v8.1" "Manes.04G161200" "(1 of 2) K15498 - serine/threonine-protein phosphatase 6 catalytic subunit [EC:3.1.3.16] (PPP6C)" "turquoise"
"Manes.04G162800.v8.1" "Manes.04G162800" "(1 of 1) PTHR12714:SF4 - FAD SYNTHETASE RIBF1" "turquoise"
"Manes.04G163500.v8.1" "Manes.04G163500" NA "turquoise"
"Manes.04G163600.v8.1" "Manes.04G163600" NA "turquoise"
"Manes.04G164700.v8.1" "Manes.04G164700" "(1 of 1) K09841 - xanthoxin dehydrogenase (ABA2)" "turquoise"
"Manes.04G164800.v8.1" "Manes.04G164800" "(1 of 1) K12874 - intron-binding protein aquarius (AQR)" "turquoise"
"Manes.04G164900.v8.1" "Manes.04G164900" "(1 of 2) K08332 - vacuolar protein 8 (VAC8)" "turquoise"
"Manes.04G165300.v8.1" "Manes.04G165300" "(1 of 2) PTHR10502//PTHR10502:SF113 - ANNEXIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.04G166000.v8.1" "Manes.04G166000" "(1 of 2) PTHR10168//PTHR10168:SF84 - GLUTAREDOXIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.05G000401.v8.1" "Manes.05G000401" "(1 of 3) K14801 - pre-rRNA-processing protein TSR4 (TSR4)" "turquoise"
"Manes.05G001100.v8.1" "Manes.05G001100" NA "turquoise"
"Manes.05G001400.v8.1" "Manes.05G001400" NA "turquoise"
"Manes.05G001700.v8.1" "Manes.05G001700" "(1 of 2) PTHR11550:SF7 - CTP SYNTHASE" "turquoise"
"Manes.05G001800.v8.1" "Manes.05G001800" "(1 of 2) 6.3.3.1 - Phosphoribosylformylglycinamidine cyclo-ligase / Phosphoribosylaminoimidazole synthetase" "turquoise"
"Manes.05G001900.v8.1" "Manes.05G001900" NA "turquoise"
"Manes.05G012800.v8.1" "Manes.05G012800" NA "turquoise"
"Manes.05G012600.v8.1" "Manes.05G012600" "(1 of 5) PF01106 - NifU-like domain (NifU)" "turquoise"
"Manes.05G012500.v8.1" "Manes.05G012500" NA "turquoise"
"Manes.05G012300.v8.1" "Manes.05G012300" "(1 of 1) K11324 - DNA methyltransferase 1-associated protein 1 (DMAP1, SWC4, EAF2)" "turquoise"
"Manes.05G011400.v8.1" "Manes.05G011400" "(1 of 6) K03083 - glycogen synthase kinase 3 beta (GSK3B)" "turquoise"
"Manes.05G010300.v8.1" "Manes.05G010300" "(1 of 4) K13436 - pto-interacting protein 1 (PTI1)" "turquoise"
"Manes.05G009500.v8.1" "Manes.05G009500" "(1 of 2) PTHR11003//PTHR11003:SF146 - POTASSIUM CHANNEL, SUBFAMILY K // TWO-PORE POTASSIUM CHANNEL 4-RELATED" "turquoise"
"Manes.05G009000.v8.1" "Manes.05G009000" "(1 of 1) PTHR30612//PTHR30612:SF4 - SECA INNER MEMBRANE COMPONENT OF SEC PROTEIN SECRETION SYSTEM // SUBFAMILY NOT NAMED" "turquoise"
"Manes.05G006900.v8.1" "Manes.05G006900" "(1 of 1) PTHR11071:SF247 - PEPTIDYL-PROLYL CIS-TRANS ISOMERASE D" "turquoise"
"Manes.05G006100.v8.1" "Manes.05G006100" "(1 of 1) PTHR13052//PTHR13052:SF1 - NFRKB-RELATED // SUBFAMILY NOT NAMED" "turquoise"
"Manes.05G005364.v8.1" "Manes.05G005364" "(1 of 18) PTHR31989//PTHR31989:SF21 - FAMILY NOT NAMED // NAC TRANSCRIPTION FACTOR-LIKE 9" "turquoise"
"Manes.05G005200.v8.1" "Manes.05G005200" "(1 of 18) PTHR31989:SF21 - NAC TRANSCRIPTION FACTOR-LIKE 9" "turquoise"
"Manes.05G014900.v8.1" "Manes.05G014900" NA "turquoise"
"Manes.05G015200.v8.1" "Manes.05G015200" "(1 of 1) PTHR14950//PTHR14950:SF3 - HELICASE-RELATED // ENDORIBONUCLEASE DICER HOMOLOG 1" "turquoise"
"Manes.05G015300.v8.1" "Manes.05G015300" "(1 of 2) PTHR10286:SF10 - F11O4.12" "turquoise"
"Manes.05G017100.v8.1" "Manes.05G017100" "(1 of 2) PTHR31989:SF45 - NAC DOMAIN-CONTAINING PROTEIN 43-RELATED" "turquoise"
"Manes.05G017200.v8.1" "Manes.05G017200" "(1 of 2) PTHR32295:SF0 - PROTEIN IQ-DOMAIN 17-RELATED" "turquoise"
"Manes.05G017900.v8.1" "Manes.05G017900" "(1 of 1) PTHR22883:SF91 - PROTEIN S-ACYLTRANSFERASE 12-RELATED" "turquoise"
"Manes.05G018400.v8.1" "Manes.05G018400" "(1 of 2) PTHR24349//PTHR24349:SF103 - SERINE/THREONINE-PROTEIN KINASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.05G020000.v8.1" "Manes.05G020000" "(1 of 2) PTHR10891//PTHR10891:SF624 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN // CALCIUM-BINDING PROTEIN KIC" "turquoise"
"Manes.05G021700.v8.1" "Manes.05G021700" "(1 of 2) PTHR31384:SF17 - AUXIN RESPONSE FACTOR 11-RELATED" "turquoise"
"Manes.05G021800.v8.1" "Manes.05G021800" "(1 of 2) K18423 - exportin-2 (importin alpha re-exporter) (CSE1, CAS, XPO2)" "turquoise"
"Manes.05G022800.v8.1" "Manes.05G022800" "(1 of 1) PTHR11566//PTHR11566:SF60 - DYNAMIN // DYNAMIN-RELATED PROTEIN 1B" "turquoise"
"Manes.05G023000.v8.1" "Manes.05G023000" "(1 of 1) PTHR12601//PTHR12601:SF17 - EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT  EIF-3 // TETRATRICOPEPTIDE REPEAT-CONTAINING PROTEIN" "turquoise"
"Manes.05G023250.v8.1" "Manes.05G023250" "(1 of 1) PTHR13793:SF92 - HISTONE-LYSINE N-METHYLTRANSFERASE ATX3" "turquoise"
"Manes.05G023700.v8.1" "Manes.05G023700" "(1 of 4) PTHR10217:SF527 - CYCLIC NUCLEOTIDE-GATED ION CHANNEL 1" "turquoise"
"Manes.05G025600.v8.1" "Manes.05G025600" "(1 of 11) K14684 - solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41 (SLC25A23S)" "turquoise"
"Manes.05G026900.v8.1" "Manes.05G026900" NA "turquoise"
"Manes.05G027800.v8.1" "Manes.05G027800" NA "turquoise"
"Manes.05G027900.v8.1" "Manes.05G027900" NA "turquoise"
"Manes.05G028300.v8.1" "Manes.05G028300" NA "turquoise"
"Manes.05G028400.v8.1" "Manes.05G028400" "(1 of 3) PTHR10108//PTHR10108:SF882 - METHYLTRANSFERASE // METHYLTRANSFERASE-RELATED" "turquoise"
"Manes.05G028700.v8.1" "Manes.05G028700" "(1 of 67) PF03168 - Late embryogenesis abundant protein (LEA_2)" "turquoise"
"Manes.05G030050.v8.1" "Manes.05G030050" NA "turquoise"
