"","gene_id","colors","locusName","Pathways","Pathways_Desc","GODescription","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline","gene_metabolite"
"227","Manes.14G031100.v8.1","green","Manes.14G031100","PWY-3801; GLYCOGENSYNTH-PWY; SUCSYN-PWY; PWY-7238; PWY-7343; GLUCOSE1PMETAB-PWY; PWY-622; PWY66-422","sucrose degradation II (sucrose synthase); glycogen biosynthesis I (from ADP-D-Glucose); sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II; UDP-glucose biosynthesis; glucose and glucose-1-phosphate degradation; starch biosynthesis; D-galactose degradation V (Leloir pathway)","carbohydrate metabolic process; intramolecular phosphotransferase activity","carb","(1 of 2) 5.4.2.5 - Phosphoglucomutase (glucose-cofactor) / Glucose-1-phosphate phosphotransferase","GO:0005975 GO:0016868 GO:0071704","","K01835","PF00408 PF02878 PF02879 PF02880","PTHR22573 PTHR22573:SF2","phosphoglucomutase","gene"
"228","Manes.14G033200.v8.1","green","Manes.14G033200","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","phosphopyruvate hydratase complex; magnesium ion binding; phosphopyruvate hydratase activity; glycolytic process","carb","(1 of 1) PTHR11902//PTHR11902:SF18 - ENOLASE // SUBFAMILY NOT NAMED","GO:0000015 GO:0000287 GO:0004634 GO:0006096","","","PF00113 PF03952","PTHR11902 PTHR11902:SF18","","gene"
"229","Manes.14G038800.v8.1","red","Manes.14G038800","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","6-phosphofructokinase activity; ATP binding; fructose 6-phosphate metabolic process; glycolytic process","carb","(1 of 1) PTHR13697//PTHR13697:SF33 - PHOSPHOFRUCTOKINASE // 6-PHOSPHOFRUCTOKINASE 4; CHLOROPLASTIC","GO:0003872 GO:0005524 GO:0006002 GO:0006096","","K00850","PF00365","PTHR13697 PTHR13697:SF33","phosphofructokinase 4","gene"
"230","Manes.14G054600.v8.1","pink","Manes.14G054600","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","glucose metabolic process; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; NADP binding; NAD binding","carb","(1 of 8) K00134 - glyceraldehyde 3-phosphate dehydrogenase (GAPDH; gapA)","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K00134","PF00044 PF02800","PTHR10836 PTHR10836:SF59","glyceraldehyde-3-phosphate dehydrogenase C2","gene"
"231","Manes.14G065900.v8.1","grey","Manes.14G065900","PWY-7560","methylerythritol phosphate pathway II","protein binding; isoprenoid biosynthetic process; 1-deoxy-D-xylulose-5-phosphate reductoisomerase activity; metal ion binding; NADPH binding","carot","(1 of 2) 1.1.1.267 - 1-deoxy-D-xylulose-5-phosphate reductoisomerase / DXP-reductoisomerase","GO:0005515 GO:0008299 GO:0030604 GO:0046872 GO:0055114 GO:0070402","","K00099","PF02670 PF08436 PF13288","PTHR30525 PTHR30525:SF2","1-deoxy-D-xylulose 5-phosphate reductoisomerase","gene"
"232","Manes.14G078500.v8.1","turquoise","Manes.14G078500","PWY66-399; GLUCONEO-PWY; GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-7115; PWY-561","gluconeogenesis III; gluconeogenesis I; glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); C4 photosynthetic carbon assimilation cycle, NAD-ME type; superpathway of glyoxylate cycle and fatty acid degradation","3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity; malate metabolic process; steroid biosynthetic process; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; carboxylic acid metabolic process; L-malate dehydrogenase (NAD+) activity","carb","(1 of 2) PTHR11540//PTHR11540:SF29 - MALATE AND LACTATE DEHYDROGENASE // SUBFAMILY NOT NAMED","GO:0003854 GO:0006108 GO:0006694 GO:0016616 GO:0019752 GO:0030060 GO:0055114","","K00026","PF01073 PF02866","PTHR11540 PTHR11540:SF29","malate dehydrogenase","gene"
"233","Manes.14G100900.v8.1","yellow","Manes.14G100900","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","metabolic process; acyltransferase activity","carb","(1 of 5) K00627 - pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) (DLAT; aceF; pdhC)","GO:0008152 GO:0016746","KOG0557","K00627","PF00198 PF00364 PF02817","PTHR23151 PTHR23151:SF61","2-oxoacid dehydrogenases acyltransferase family protein","gene"
"234","Manes.14G108900.v8.1","yellow","Manes.14G108900","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation V (sucrose &alpha;-glucosidase); oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","fructose-bisphosphate aldolase activity; glycolytic process","carb","(1 of 2) PTHR11627//PTHR11627:SF8 - FRUCTOSE-BISPHOSPHATE ALDOLASE // FRUCTOSE-BISPHOSPHATE ALDOLASE 3; CHLOROPLASTIC-RELATED","GO:0004332 GO:0006096","","K01623","PF00274","PTHR11627 PTHR11627:SF8","Aldolase superfamily protein","gene"
"235","Manes.14G122700.v8.1","midnightblue","Manes.14G122700","PWY-6724","starch degradation II","","carb","(1 of 11) 3.2.1.2 - Beta-amylase / Saccharogen amylase","","","","PF05687","PTHR31506 PTHR31506:SF4","","gene"
"236","Manes.14G123700.v8.1","black","Manes.14G123700","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","sucrose degradation III (sucrose invertase); sucrose biosynthesis II; glycolysis III (from glucose); glucose and glucose-1-phosphate degradation; homolactic fermentation","arginine binding; protein complex oligomerization","carb","(1 of 2) KOG1794 - N-Acetylglucosamine kinase","","KOG1794","","PF01869","PTHR12862 PTHR12862:SF6","Actin-like ATPase superfamily protein","gene"
"237","Manes.14G117000.v8.1","grey","Manes.14G117000","SUCSYN-PWY; PWY-7238","sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II","sucrose metabolic process; sucrose synthase activity; sucrose-phosphate synthase activity","carb","(1 of 1) PTHR12526//PTHR12526:SF334 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED","GO:0005985 GO:0016157 GO:0046524","KOG0853","K00696","PF00534 PF00862 PF05116","PTHR12526 PTHR12526:SF334","sucrose phosphate synthase 1F","gene"
"238","Manes.14G118900.v8.1","black","Manes.14G118900","","","carotenoid biosynthetic process; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","carot","(1 of 6) PTHR13789//PTHR13789:SF234 - MONOOXYGENASE // SUBFAMILY NOT NAMED","GO:0016117 GO:0016705","KOG2614","","PF05834","PTHR13789 PTHR13789:SF234","","gene"
"239","Manes.14G112200.v8.1","blue","Manes.14G112200","PWY-5464; PWY-1042","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol)","metabolic process; oxidoreductase activity","carb","(1 of 2) 1.2.1.9 - Glyceraldehyde-3-phosphate dehydrogenase (NADP(+)) / Triosephosphate dehydrogenase","GO:0008152 GO:0016491 GO:0055114","","K00131","PF00171","PTHR11699 PTHR11699:SF29","aldehyde dehydrogenase 11A3","gene"
"240","Manes.14G146200.v8.1","turquoise","Manes.14G146200","PWY-7560","methylerythritol phosphate pathway II","isoprenoid biosynthetic process; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity","carot","(1 of 2) 2.7.7.60 - 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / MEP cytidylyltransferase","GO:0008299 GO:0050518","","K00991","PF12804","PTHR32125 PTHR32125:SF4","Nucleotide-diphospho-sugar transferases superfamily protein","gene"
"241","Manes.14G150200.v8.1","turquoise","Manes.14G150200","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","sucrose degradation III (sucrose invertase); sucrose biosynthesis II; glycolysis III (from glucose); glucose and glucose-1-phosphate degradation; homolactic fermentation","ATP binding","carb","(1 of 1) PTHR12169:SF6 - LACTATION ELEVATED PROTEIN 1","GO:0005524","","","PF03969","PTHR12169 PTHR12169:SF6","AFG1-like ATPase family protein","gene"
"242","Manes.14G166900.v8.1","turquoise","Manes.14G166900","PWY-7560","methylerythritol phosphate pathway II","isoprenoid biosynthetic process; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity","carot","(1 of 2) 2.7.7.60 - 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / MEP cytidylyltransferase","GO:0008299 GO:0050518","","K00991","PF12804","PTHR32125 PTHR32125:SF4","Nucleotide-diphospho-sugar transferases superfamily protein","gene"
"243","Manes.15G001800.v8.1","lightgreen","Manes.15G001800","PWY-3821; PWY-6527; PWY66-422; PWY-7344","D-galactose degradation III; stachyose degradation; D-galactose degradation V (Leloir pathway); UDP-D-galactose biosynthesis","galactokinase activity; ATP binding; cytoplasm; galactose metabolic process; metabolic process; kinase activity; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","carb","(1 of 2) 2.7.1.6//5.1.3.2 - Galactokinase // UDP-glucose 4-epimerase / Uridine diphospho-galactose-4-epimerase","GO:0004335 GO:0005524 GO:0005737 GO:0006012 GO:0008152 GO:0016301 GO:0016773 GO:0046835","KOG0631","K18674","PF00288 PF08544 PF10509","PTHR10457 PTHR10457:SF7","Mevalonate/galactokinase family protein","gene"
"244","Manes.15G005700.v8.1","grey","Manes.15G005700","PWY-5173; PWY-5464; PWY-5046; PWY-5084; PYRUVDEHYD-PWY; GLYCLEAV-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; 2-oxoisovalerate decarboxylation to isobutanoyl-CoA; 2-oxoglutarate decarboxylation to succinyl-CoA; pyruvate decarboxylation to acetyl CoA; glycine cleavage","tRNA processing; oxidoreductase activity; cell redox homeostasis; flavin adenine dinucleotide binding","carb","(1 of 3) 1.8.1.4 - Dihydrolipoyl dehydrogenase / Lipoyl dehydrogenase","GO:0008033 GO:0016491 GO:0045454 GO:0050660 GO:0055114","","K00382","PF00070 PF01134 PF02852","PTHR22912 PTHR22912:SF165","lipoamide dehydrogenase 1","gene"
"245","Manes.15G018800.v8.1","brown","Manes.15G018800","PWY-7560","methylerythritol phosphate pathway II","catalytic activity; metabolic process; 1-deoxy-D-xylulose-5-phosphate synthase activity; terpenoid biosynthetic process","carot","(1 of 3) PTHR11624//PTHR11624:SF83 - DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","GO:0003824 GO:0008152 GO:0008661 GO:0016114","","K01662","PF02779 PF02780 PF13292","PTHR11624 PTHR11624:SF83","Deoxyxylulose-5-phosphate synthase","gene"
"246","Manes.15G034400.v8.1","darkred","Manes.15G034400","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","carb","(1 of 2) PTHR11817//PTHR11817:SF14 - PYRUVATE KINASE // PLASTIDIAL PYRUVATE KINASE 1; CHLOROPLASTIC","GO:0000287 GO:0004743 GO:0006096 GO:0030955","KOG2323","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF14","Pyruvate kinase family protein","gene"
"247","Manes.15G040800.v8.1","darkred","Manes.15G040800","PWY66-399; GLUCONEO-PWY; GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-7115; PWY-561","gluconeogenesis III; gluconeogenesis I; glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); C4 photosynthetic carbon assimilation cycle, NAD-ME type; superpathway of glyoxylate cycle and fatty acid degradation","malate metabolic process; oxidoreductase activity; malate dehydrogenase activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; carboxylic acid metabolic process; L-malate dehydrogenase (NAD+) activity","carb","(1 of 5) K00025 - malate dehydrogenase (MDH1)","GO:0006108 GO:0016491 GO:0016615 GO:0016616 GO:0019752 GO:0030060 GO:0055114","","K00025","PF00056 PF02866","PTHR23382 PTHR23382:SF7","Lactate/malate dehydrogenase family protein","gene"
"248","Manes.15G047700.v8.1","black","Manes.15G047700","PWY-6724","starch degradation II","polysaccharide catabolic process; beta-amylase activity","carb","(1 of 7) K01177 - beta-amylase (E3.2.1.2)","GO:0000272 GO:0016161","","K01177","PF01373","PTHR31352 PTHR31352:SF13","beta-amylase 1","gene"
"249","Manes.15G050500.v8.1","grey","Manes.15G050500","PWY-695","abscisic acid biosynthesis","","carot","(1 of 2) PTHR10543:SF48 - 9-CIS-EPOXYCAROTENOID DIOXYGENASE NCED6; CHLOROPLASTIC","","KOG1285","","PF03055","PTHR10543 PTHR10543:SF48","nine-cis-epoxycarotenoid dioxygenase 6","gene"
"250","Manes.15G060100.v8.1","pink","Manes.15G060100","","","polysaccharide catabolic process; beta-amylase activity","carb","(1 of 1) PTHR31352:SF9 - INACTIVE BETA-AMYLASE 4; CHLOROPLASTIC","GO:0000272 GO:0016161","","K01177","PF01373","PTHR31352 PTHR31352:SF9","beta-amylase 4","gene"
"251","Manes.15G091900.v8.1","turquoise","Manes.15G091900","PWY66-399; GLUCONEO-PWY; GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-7115; PWY-561","gluconeogenesis III; gluconeogenesis I; glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); C4 photosynthetic carbon assimilation cycle, NAD-ME type; superpathway of glyoxylate cycle and fatty acid degradation","3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity; malate metabolic process; steroid biosynthetic process; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; carboxylic acid metabolic process; L-malate dehydrogenase (NAD+) activity","carb","(1 of 6) K00026 - malate dehydrogenase (MDH2)","GO:0003854 GO:0006108 GO:0006694 GO:0016616 GO:0019752 GO:0030060 GO:0055114","","K00026","PF01073 PF02866","PTHR11540","Lactate/malate dehydrogenase family protein","gene"
"252","Manes.15G099200.v8.1","blue","Manes.15G099200","PWY-4","UDP-D-galacturonate biosynthesis II (from D-galacturonate)","galactokinase activity; ATP binding; cytoplasm; galactose metabolic process; metabolic process; kinase activity; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","carb","(1 of 1) 2.7.1.44 - Galacturonokinase","GO:0004335 GO:0005524 GO:0005737 GO:0006012 GO:0008152 GO:0016301 GO:0016773 GO:0046835","KOG0631","K18677","PF00288 PF08544 PF10509","PTHR10457 PTHR10457:SF11","galacturonic acid kinase","gene"
"253","Manes.15G100400.v8.1","grey","Manes.15G100400","HEXPPSYN-PWY; PWY-6520; PWY-5807; PWY-5910; PWY-5783; PWY-5805; PWY-5120","hexaprenyl diphosphate biosynthesis; nonaprenyl diphosphate biosynthesis II; heptaprenyl diphosphate biosynthesis; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); octaprenyl diphosphate biosynthesis; nonaprenyl diphosphate biosynthesis I; geranylgeranyl diphosphate biosynthesis","isoprenoid biosynthetic process; photosynthesis; transferase activity, transferring alkyl or aryl (other than methyl) groups","carot","(1 of 1) 2.5.1.83 - Hexaprenyl-diphosphate synthase ((2E;6E)-farnesyl-diphosphate specific) / HexPS","GO:0008299 GO:0015979 GO:0016765","KOG0776","K05356","PF00348","PTHR12001 PTHR12001:SF18","solanesyl diphosphate synthase 2","gene"
"254","Manes.15G102000.v8.1","magenta","Manes.15G102000","PWY-695","abscisic acid biosynthesis","","carot","(1 of 6) K09840 - 9-cis-epoxycarotenoid dioxygenase (NCED)","","","K09840","PF03055","PTHR10543 PTHR10543:SF26","nine-cis-epoxycarotenoid dioxygenase 3","gene"
"255","Manes.15G118600.v8.1","turquoise","Manes.15G118600","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity","carb","(1 of 1) KOG1003//KOG1850//KOG4809 - Actin filament-coating protein tropomyosin // Myosin-like coiled-coil protein // Rab6 GTPase-interacting protein involved in endosome-to-TGN transport","GO:0004373","KOG1003 KOG1850 KOG4809","","PF00534 PF13579","PTHR12526 PTHR12526:SF304","starch synthase 4","gene"
"256","Manes.15G122400.v8.1","darkturquoise","Manes.15G122400","PWY-695","abscisic acid biosynthesis","","carot","(1 of 2) PTHR10543//PTHR10543:SF42 - BETA-CAROTENE DIOXYGENASE // 9-CIS-EPOXYCAROTENOID DIOXYGENASE NCED2; CHLOROPLASTIC-RELATED","","","K09840","PF03055","PTHR10543 PTHR10543:SF42","nine-cis-epoxycarotenoid dioxygenase 5","gene"
"257","Manes.15G122600.v8.1","turquoise","Manes.15G122600","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","catalytic activity; metabolic process","carb","(1 of 2) PTHR11624:SF76 - PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT BETA-2; CHLOROPLASTIC-RELATED","GO:0003824 GO:0008152","","K00162","PF02779 PF02780","PTHR11624 PTHR11624:SF76","Transketolase family protein","gene"
"258","Manes.15G131800.v8.1","red","Manes.15G131800","PWY-3801; GLYCOGENSYNTH-PWY; SUCSYN-PWY; PWY-7238; PWY-7343; GLUCOSE1PMETAB-PWY; PWY-622; PWY66-422","sucrose degradation II (sucrose synthase); glycogen biosynthesis I (from ADP-D-Glucose); sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II; UDP-glucose biosynthesis; glucose and glucose-1-phosphate degradation; starch biosynthesis; D-galactose degradation V (Leloir pathway)","carbohydrate metabolic process; intramolecular phosphotransferase activity","carb","(1 of 2) PTHR22573//PTHR22573:SF47 - PHOSPHOHEXOMUTASE FAMILY MEMBER // PHOSPHOGLUCOMUTASE; CYTOPLASMIC 1-RELATED","GO:0005975 GO:0016868 GO:0071704","","K01835","PF00408 PF02878 PF02879 PF02880","PTHR22573 PTHR22573:SF47","Phosphoglucomutase/phosphomannomutase family protein","gene"
"259","Manes.15G147700.v8.1","grey","Manes.15G147700","PWY-7560","methylerythritol phosphate pathway II","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway; metal ion binding; dimethylallyl diphosphate biosynthetic process; 4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity","carot","(1 of 2) 1.17.1.2 - 4-hydroxy-3-methylbut-2-enyl diphosphate reductase / HMBPP reductase","GO:0019288 GO:0046872 GO:0050992 GO:0051745","","K03527","PF02401","PTHR31619 PTHR31619:SF2","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","gene"
"260","Manes.15G156700.v8.1","blue","Manes.15G156700","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","glucose metabolic process; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; NADP binding; NAD binding","carb","(1 of 8) K00134 - glyceraldehyde 3-phosphate dehydrogenase (GAPDH; gapA)","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K00134","PF00044 PF02800","PTHR10836 PTHR10836:SF59","glyceraldehyde-3-phosphate dehydrogenase C2","gene"
"261","Manes.15G170100.v8.1","lightcyan","Manes.15G170100","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","carb","(1 of 1) PTHR11817//PTHR11817:SF26 - PYRUVATE KINASE // PLASTIDIAL PYRUVATE KINASE 3; CHLOROPLASTIC","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF26","plastidial pyruvate kinase 3","gene"
"262","Manes.15G190275.v8.1","brown","Manes.15G190275","PWY-6724","starch degradation II","polysaccharide catabolic process; beta-amylase activity","carb","(1 of 1) PTHR31352//PTHR31352:SF8 - FAMILY NOT NAMED // BETA-AMYLASE 8","GO:0000272 GO:0016161","","","PF01373 PF05687","PTHR31352 PTHR31352:SF8","beta-amylase 2","gene"
"263","Manes.16G002600.v8.1","brown","Manes.16G002600","PWY-5464; PWY-1042","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol)","6-phosphofructokinase activity; ATP binding; fructose 6-phosphate metabolic process; glycolytic process; diphosphate-fructose-6-phosphate 1-phosphotransferase activity","carb","(1 of 3) K00895 - pyrophosphate--fructose-6-phosphate 1-phosphotransferase (E2.7.1.90; pfk)","GO:0003872 GO:0005524 GO:0006002 GO:0006096 GO:0047334","","K00895","PF00365","PTHR13697 PTHR13697:SF26","Phosphofructokinase family protein","gene"
"264","Manes.16G006900.v8.1","brown","Manes.16G006900","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","starch binding","carb","(1 of 3) PTHR12526//PTHR12526:SF341 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED","GO:2001070","","","PF00534 PF13579 PF16760","PTHR12526 PTHR12526:SF341","starch synthase 3","gene"
"265","Manes.16G035000.v8.1","lightgreen","Manes.16G035000","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","carb","(1 of 3) PTHR11817:SF5 - PYRUVATE KINASE-RELATED","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF5","Pyruvate kinase family protein","gene"
"266","Manes.16G036400.v8.1","pink","Manes.16G036400","PWY-5486; PWY-6330","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis II","magnesium ion binding; catalytic activity; carboxy-lyase activity; thiamine pyrophosphate binding","carb","(1 of 2) PTHR18968//PTHR18968:SF132 - THIAMINE PYROPHOSPHATE ENZYMES // SUBFAMILY NOT NAMED","GO:0000287 GO:0003824 GO:0016831 GO:0030976","","K01568","PF00205 PF02775 PF02776","PTHR18968 PTHR18968:SF132","","gene"
"267","Manes.16G076300.v8.1","lightgreen","Manes.16G076300","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","6-phosphofructokinase activity; ATP binding; fructose 6-phosphate metabolic process; glycolytic process","carb","(1 of 4) PTHR13697:SF7 - 6-PHOSPHOFRUCTOKINASE 1-RELATED","GO:0003872 GO:0005524 GO:0006002 GO:0006096","","K00850","PF00365","PTHR13697 PTHR13697:SF7","","gene"
"268","Manes.16G090600.v8.1","black","Manes.16G090600","PWY-3801","sucrose degradation II (sucrose synthase)","sucrose metabolic process; sucrose synthase activity","carb","(1 of 2) PTHR12526:SF391 - SUCROSE SYNTHASE 1-RELATED","GO:0005985 GO:0016157","","K00695","PF00534 PF00862","PTHR12526 PTHR12526:SF391","sucrose synthase 4","gene"
"269","Manes.16G099600.v8.1","grey","Manes.16G099600","PWY-5175; PWY-5946; CAROTENOID-PWY","lactucaxanthin biosynthesis; &delta;-carotene biosynthesis; superpathway of carotenoid biosynthesis","carotenoid biosynthetic process; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","carot","(1 of 1) 5.5.1.18 - Lycopene epsilon-cyclase","GO:0016117 GO:0016705","","K06444","PF05834","PTHR13789 PTHR13789:SF207","Lycopene beta/epsilon cyclase protein","gene"
"270","Manes.16G106600.v8.1","grey","Manes.16G106600","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","6-phosphofructokinase activity; fructose 6-phosphate metabolic process; glycolytic process","carb","(1 of 4) PTHR13697:SF7 - 6-PHOSPHOFRUCTOKINASE 1-RELATED","GO:0003872 GO:0006002 GO:0006096","","K00850","PF00365","PTHR13697 PTHR13697:SF7","phosphofructokinase 3","gene"
"271","Manes.16G108900.v8.1","grey","Manes.16G108900","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","sucrose degradation III (sucrose invertase); sucrose biosynthesis II; glycolysis III (from glucose); glucose and glucose-1-phosphate degradation; homolactic fermentation","intracellular glucose homeostasis; hexokinase activity; ATP binding; D-glucose binding; carbohydrate metabolic process; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","carb","(1 of 4) PTHR19443//PTHR19443:SF26 - HEXOKINASE // SUBFAMILY NOT NAMED","GO:0001678 GO:0004396 GO:0005524 GO:0005536 GO:0005975 GO:0016773 GO:0046835","","","PF03727","PTHR19443 PTHR19443:SF26","","gene"
"272","Manes.16G118600.v8.1","darkgreen","Manes.16G118600","PWY-7560","methylerythritol phosphate pathway II","catalytic activity; metabolic process; 1-deoxy-D-xylulose-5-phosphate synthase activity; terpenoid biosynthetic process","carot","(1 of 2) PTHR11624:SF64 - 1-D-DEOXYXYLULOSE 5-PHOSPHATE SYNTHASE-LIKE PROTEIN","GO:0003824 GO:0008152 GO:0008661 GO:0016114","","K01662","PF02779 PF02780 PF13292","PTHR11624 PTHR11624:SF64","1-deoxy-D-xylulose 5-phosphate synthase 3","gene"
