TAG_type,locusName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction,Pathways,Pathways_Desc,GODescription,class,Description,GO,KOG,KO,Pfam,Panther,Best-hit-arabi-defline
genetic,Manes.03G078000,0.896174146,-0.667455282,0.164804246,-4.04998839,5.12E-05,0.000542746,-,,,protein binding; zinc ion binding,NA,(1 of 1) K11380 - NuA3 HAT complex component NTO1 (NTO1),GO:0005515 GO:0008270,,K11380,PF00628 PF13771,PTHR13793,RING/FYVE/PHD zinc finger superfamily protein
genetic,Manes.15G078400,8.846459915,0.508369516,0.125527356,4.049870328,5.12E-05,0.000542746,+,,,,NA,(1 of 79) PF03514 - GRAS domain family (GRAS),,,,PF03514,PTHR31636 PTHR31636:SF18,
genetic,Manes.11G034200,3.011358559,-0.588641184,0.146053554,-4.030310591,5.57E-05,0.000582702,-,,,ATP binding; membrane; ATP hydrolysis activity,NA,(1 of 3) PTHR19241:SF246 - ABC TRANSPORTER G FAMILY MEMBER 29,GO:0005524 GO:0016020 GO:0016887,,,PF00005 PF01061 PF08370 PF14510,PTHR19241 PTHR19241:SF246,ABC-2 and Plant PDR ABC-type transporter family protein
genetic,Manes.06G040400,2.385562607,-0.526373276,0.130997454,-4.018194712,5.86E-05,0.000606844,-,,,DNA binding; DNA helicase activity; chromatin binding; DNA replication origin binding; ATP binding; nucleus; DNA replication; DNA replication initiation; MCM complex,NA,"(1 of 1) K02209 - DNA replication licensing factor MCM5 (MCM5, CDC46)",GO:0003677 GO:0003678 GO:0003682 GO:0003688 GO:0005524 GO:0005634 GO:0006260 GO:0006270 GO:0042555,,K02209,PF00493 PF14551,PTHR11630 PTHR11630:SF42,Minichromosome maintenance (MCM2/3/5) family protein
genetic,Manes.12G141000,1.65680187,-0.574136558,0.143308521,-4.006297427,6.17E-05,0.000630987,-,PWY-4203; PWY-5835; PWY-6801,volatile benzenoid biosynthesis I (ester formation); geranyl acetate biosynthesis; volatile esters biosynthesis (during fruit ripening),"acyltransferase activity, transferring groups other than amino-acyl groups",NA,(1 of 3) PTHR31642:SF6 - HXXXD-TYPE ACYL-TRANSFERASE-RELATED,GO:0016747,,,PF02458,PTHR31642 PTHR31642:SF6,HXXXD-type acyl-transferase family protein
genetic,Manes.16G001000,55.59986145,0.5251598,0.131982692,3.979005066,6.92E-05,0.000696818,+,,,,NA,(1 of 1) PTHR31579:SF15 - F2401.16,,,,PF04720,PTHR31579 PTHR31579:SF15,Protein of unknown function (DUF506)
genetic,Manes.08G007200,8.201200835,-0.707414786,0.178690271,-3.958888086,7.53E-05,0.000748962,-,,,,NA,"(1 of 1) PTHR33083//PTHR33083:SF10 - FAMILY NOT NAMED // ARABIDOPSIS THALIANA GENOMIC DNA, CHROMOSOME 5, P1 CLONE:MOK16",,,,PF04520,PTHR33083 PTHR33083:SF10,
genetic,Manes.08G073101,2.891464647,0.584551451,0.147752961,3.956275707,7.61E-05,0.000756459,+,,,protein kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 15) PF00069//PF01453 - Protein kinase domain (Pkinase) // D-mannose binding lectin (B_lectin),GO:0004672 GO:0004674 GO:0004713 GO:0005524 GO:0006468,KOG1187,,PF00069 PF01453,PTHR27002 PTHR27002:SF64,receptor-like protein kinase 1
genetic,Manes.04G126450,78.9673788,-0.563430072,0.142601458,-3.951082137,7.78E-05,0.000770818,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 10) PTHR27001//PTHR27001:SF89 - FAMILY NOT NAMED // PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK1-RELATED,GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG1187,,PF00069,PTHR27001 PTHR27001:SF89,
genetic,Manes.01G055708,7.763506577,-0.665252386,0.168444145,-3.94939454,7.83E-05,0.000774206,-,,,intracellular protein transport; endoplasmic reticulum to Golgi vesicle-mediated transport; COPII vesicle coat,NA,(1 of 15) PF04811 - Sec23/Sec24 trunk domain (Sec23_trunk),GO:0006886 GO:0006888 GO:0030127,,,PF04811,PTHR11141,
genetic,Manes.01G045700,9.087295453,0.865865572,0.219485643,3.944975902,7.98E-05,0.000784638,+,,,,NA,(1 of 3) PTHR31429:SF13 - WRKY TRANSCRIPTION FACTOR 18-RELATED,,,,,PTHR31429 PTHR31429:SF13,
genetic,Manes.08G108800,2.606219605,0.657447163,0.166814903,3.941177622,8.11E-05,0.00079602,+,PWY-1081,homogalacturonan degradation,,NA,(1 of 1) PTHR31375:SF13 - PECTIN LYASE-LIKE PROTEIN,,,,PF12708,PTHR31375 PTHR31375:SF13,
genetic,Manes.15G116400,1.714962517,-0.781413106,0.198530997,-3.935975338,8.29E-05,0.000809574,-,,,oxidoreductase activity,NA,"(1 of 2) PTHR10209//PTHR10209:SF176 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED",GO:0016491 GO:0055114,KOG0143,,PF03171 PF14226,PTHR10209 PTHR10209:SF176,
genetic,Manes.03G025900,1.602864109,-0.599894861,0.15268639,-3.928934724,8.53E-05,0.000828099,-,,,,NA,(1 of 2) PTHR33265//PTHR33265:SF8 - FAMILY NOT NAMED // F5F19.20 PROTEIN,,,,PF05553,PTHR33265 PTHR33265:SF8,(1 of 4) PTHR33265:SF8 - F5F19.20 PROTEIN
genetic,Manes.15G161900,8.238066712,0.535190268,0.137223287,3.900141741,9.61E-05,0.000920369,+,PWY-6824; PWY-5466; PWY-7445; PWY-7214,justicidin B biosynthesis; matairesinol biosynthesis; luteolin triglucuronide degradation; baicalein degradation (hydrogen peroxide detoxification),peroxidase activity; response to oxidative stress; heme binding,NA,(1 of 1) PTHR31517:SF7 - PEROXIDASE 55,GO:0004601 GO:0006979 GO:0020037 GO:0055114,,K00430,PF00141,PTHR31517 PTHR31517:SF7,Peroxidase superfamily protein
genetic,Manes.09G079800,2.255911494,-0.594422056,0.153169894,-3.880802169,0.000104113,0.000982003,-,,,,NA,(1 of 2) PTHR12802//PTHR12802:SF52 - SWI/SNF COMPLEX-RELATED // PROTEIN REVEILLE 4-RELATED,,KOG0724,,PF00249,PTHR12802 PTHR12802:SF52,Homeodomain-like superfamily protein
genetic,Manes.18G033200,1.16935688,-0.777236672,0.201254609,-3.861957123,0.000112482,0.001050761,-,,,lipid metabolic process,NA,(1 of 13) 3.1.1.26 - Galactolipase,GO:0006629,KOG0513,,PF01734,PTHR32176,phospholipase A 2A
genetic,Manes.07G102804,0.928359855,-0.556556115,0.144959734,-3.839384216,0.000123343,0.001141201,-,,,,NA,,,,,,,
genetic,Manes.12G073700,8.512846901,0.57830266,0.150922216,3.831792793,0.000127213,0.001170702,+,,,copper ion binding; oxidoreductase activity,NA,(1 of 1) PTHR11709//PTHR11709:SF106 - MULTI-COPPER OXIDASE // SUBFAMILY NOT NAMED,GO:0005507 GO:0016491 GO:0055114,,,PF00394 PF07731 PF07732,PTHR11709 PTHR11709:SF106,
genetic,Manes.06G041100,5.640572053,-0.552157122,0.144918065,-3.810133133,0.000138892,0.001261139,-,,,,NA,(1 of 2) PTHR35121//PTHR35121:SF2 - FAMILY NOT NAMED // GB|AAD20160.1,,,,,PTHR35121 PTHR35121:SF2,
genetic,Manes.16G065800,57.095332,-0.847511299,0.223181629,-3.797406182,0.000146218,0.001315383,-,PWY-5032; PWY-6887; PWY-5053,<i>ent</i>-kaurene biosynthesis I; kauralexin biosynthesis; superpathway of gibberellin GA<sub>12</sub> biosynthesis,magnesium ion binding; metabolic process; terpene synthase activity; lyase activity,NA,(1 of 16) 4.2.3.19 - Ent-kaurene synthase / Ent-kaurene synthetase B,GO:0000287 GO:0008152 GO:0010333 GO:0016829,,,PF01397 PF03936,PTHR31739 PTHR31739:SF3,
genetic,Manes.15G116100,1.937852188,0.552540707,0.146133541,3.781066978,0.000156158,0.001389027,+,,,,NA,(1 of 13) PF04520 - Senescence regulator (Senescence_reg),,,,PF04520,PTHR33083 PTHR33083:SF7,"Protein of unknown function, DUF584"
genetic,Manes.01G160700,3.088392775,-0.511435397,0.135327545,-3.779240929,0.000157307,0.001397298,-,,,"lipid metabolic process; oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",NA,"(1 of 5) K10257 - omega-3 fatty acid desaturase (delta-15 desaturase) (FAD8, desB)",GO:0006629 GO:0016717 GO:0055114,,K10257,PF00487 PF11960,PTHR32100 PTHR32100:SF20,
genetic,Manes.12G097502,58.01535208,-1.003036393,0.26586617,-3.772711637,0.000161483,0.001426944,-,,,translation elongation factor activity; eukaryotic translation elongation factor 1 complex; translational elongation,NA,(1 of 2) PTHR11595//PTHR11595:SF24 - ELONGATION FACTOR 1-BETA // ELONGATION FACTOR 1-BETA 1-RELATED,GO:0003746 GO:0005853 GO:0006414,,,PF00736,PTHR11595 PTHR11595:SF24,
genetic,Manes.10G113100,1.407872992,-0.679812368,0.180327777,-3.769870511,0.000163332,0.001436452,-,,,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,KOG0156,,PF00067,PTHR24298 PTHR24298:SF119,
genetic,Manes.09G056950,0.735097003,-0.919315491,0.244190402,-3.764748671,0.000166717,0.001461185,-,,,,NA,,,,,,PTHR33648 PTHR33648:SF2,
genetic,Manes.03G021100,1.73207397,0.598303142,0.159681476,3.746853772,0.000179066,0.001549482,+,,,membrane; transmembrane transporter activity; transmembrane transport,NA,(1 of 32) PF00083 - Sugar (and other) transporter (Sugar_tr),GO:0016020 GO:0016021 GO:0022857 GO:0022891 GO:0055085,KOG0254,,PF00083,PTHR23500 PTHR23500:SF170,
genetic,Manes.16G019100,1.033261251,-0.680887144,0.181874289,-3.74372401,0.000181313,0.001562962,-,,,protein kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity; protein binding; ATP binding; protein phosphorylation; recognition of pollen,NA,(1 of 3) PTHR27002:SF93 - RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE SD1-6-RELATED,GO:0004672 GO:0004674 GO:0004713 GO:0005515 GO:0005524 GO:0006468 GO:0048544,KOG1187,,PF00954 PF01453 PF07714 PF08276 PF11883 PF12398,PTHR27002 PTHR27002:SF93,receptor kinase 3
genetic,Manes.14G087600,4.590410855,-0.634953869,0.169808545,-3.739233901,0.000184582,0.00158579,-,,,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,(1 of 2) PTHR24298//PTHR24298:SF112 - FAMILY NOT NAMED // CYTOCHROME P450 78A5-RELATED,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,KOG0156,,PF00067,PTHR24298 PTHR24298:SF112,"cytochrome P450, family 78, subfamily A, polypeptide 10"
genetic,Manes.12G012850,1.754482778,0.724200312,0.193824949,3.736362712,0.000186701,0.00159929,+,,,GTPase activity; GTP binding,NA,(1 of 2) PTHR32120:SF2 - MINICHROMOSOME MAINTENANCE (MCM2/3/5) FAMILY PROTEIN,GO:0003924 GO:0005525,,,PF03193,PTHR32120 PTHR32120:SF2,Minichromosome maintenance (MCM2/3/5) family protein
genetic,Manes.09G081709,6.671700841,-0.535308248,0.143363301,-3.733928041,0.000188516,0.001610113,-,,,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,(1 of 27) 1.14.13.121 - Premnaspirodiene oxygenase / Hyoscymus muticus premnaspirodiene oxygenase,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,KOG0156,,PF00067,PTHR24298 PTHR24298:SF178,
genetic,Manes.09G058632,1.460571883,-0.932296572,0.249782821,-3.732428707,0.000189642,0.00161626,-,,,ATP binding; membrane; ATP hydrolysis activity,NA,(1 of 4) PTHR19241//PTHR19241:SF261 - ATP-BINDING CASSETTE TRANSPORTER // SUBFAMILY NOT NAMED,GO:0005524 GO:0016020 GO:0016887,,,PF00005 PF01061 PF08370 PF14510,PTHR19241 PTHR19241:SF261,pleiotropic drug resistance 11
genetic,Manes.16G117300,34.51469223,-0.501593128,0.134652252,-3.725100173,0.000195238,0.001655752,-,PWY-2724; PWY66-21; PWY66-389,alkane oxidation; ethanol degradation II; phytol degradation,metabolic process; oxidoreductase activity,NA,(1 of 2) K12355 - coniferyl-aldehyde dehydrogenase (REF1),GO:0008152 GO:0016491 GO:0055114,,K12355,PF00171,PTHR11699 PTHR11699:SF182,aldehyde dehydrogenase 2C4
genetic,Manes.18G032700,2.341401263,-0.591189904,0.159237938,-3.712619685,0.000205125,0.001731696,-,,,,NA,,,,,,PTHR36324,
genetic,Manes.18G078225,3.044874951,-0.725306189,0.195872556,-3.702949538,0.000213107,0.001785691,-,,,protein binding,NA,(1 of 63) PF00651 - BTB/POZ domain (BTB),GO:0005515,,,PF00651,PTHR24413 PTHR24413:SF85,
genetic,Manes.03G047500,1.650422699,-0.840738261,0.227682826,-3.692585324,0.000221986,0.001839826,-,,,,NA,(1 of 2) PTHR31213//PTHR31213:SF7 - FAMILY NOT NAMED // ABSCISIC ACID RECEPTOR PYL2-RELATED,,,K14496,PF10604,PTHR31213 PTHR31213:SF7,PYR1-like 2
genetic,Manes.02G184800,6.561146897,0.648543354,0.175664351,3.691946328,0.000222544,0.001842213,+,PWY-6824; PWY-5466; PWY-7445; PWY-7214,justicidin B biosynthesis; matairesinol biosynthesis; luteolin triglucuronide degradation; baicalein degradation (hydrogen peroxide detoxification),peroxidase activity; response to oxidative stress; heme binding,NA,(1 of 109) 1.11.1.7 - Peroxidase / Lactoperoxidase,GO:0004601 GO:0006979 GO:0020037 GO:0055114,,,PF00141,PTHR31235,
genetic,Manes.02G187200,2.255314954,-0.794731747,0.21531677,-3.690988608,0.000223384,0.001846422,-,PWY-6824; PWY-5466,justicidin B biosynthesis; matairesinol biosynthesis,copper ion binding; oxidoreductase activity; lignin catabolic process; apoplast; hydroquinone:oxygen oxidoreductase activity,NA,(1 of 2) PTHR11709//PTHR11709:SF118 - MULTI-COPPER OXIDASE // SUBFAMILY NOT NAMED,GO:0005507 GO:0016491 GO:0046274 GO:0048046 GO:0052716 GO:0055114,,K05909,PF00394 PF07731 PF07732,PTHR11709 PTHR11709:SF118,
genetic,Manes.14G127200,1.135301017,-0.645012519,0.175291227,-3.679662289,0.000233543,0.00191464,-,,,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,(1 of 134) KOG0157 - Cytochrome P450 CYP4/CYP19/CYP26 subfamilies,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,KOG0157,,PF00067,PTHR24286 PTHR24286:SF88,
genetic,Manes.02G224450,2.183545481,0.750025183,0.204173578,3.673468374,0.00023928,0.001949161,+,,,,NA,,,,,,,
genetic,Manes.08G169200,9.293688728,-0.550748185,0.151236268,-3.641640934,0.000270906,0.002169582,-,PWY-5083; PWY-6348,NAD/NADH phosphorylation and dephosphorylation; phosphate acquisition,acid phosphatase activity,NA,"(1 of 2) PTHR31284:SF9 - HAD SUPERFAMILY, SUBFAMILY IIIB ACID PHOSPHATASE",GO:0003993,,,PF03767,PTHR31284 PTHR31284:SF9,"HAD superfamily, subfamily IIIB acid phosphatase"
genetic,Manes.12G114300,0.217120873,-1.200219484,0.331659409,-3.618831398,0.000295936,0.002341588,-,,,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,(1 of 366) PF00067 - Cytochrome P450 (p450),GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,,,PF00067,PTHR24298 PTHR24298:SF116,
genetic,Manes.01G157500,0.67864695,-0.807901566,0.224324627,-3.601484055,0.000316406,0.002477477,-,PWY-922; PWY-5910,mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),hydroxymethylglutaryl-CoA reductase (NADPH) activity; isoprenoid biosynthetic process; coenzyme A metabolic process; NADP binding,carot,(1 of 5) 1.1.1.34 - Hydroxymethylglutaryl-CoA reductase (NADPH) / HMG-CoA reductase,GO:0004420 GO:0008299 GO:0015936 GO:0016021 GO:0050661 GO:0050662 GO:0055114,,K00021,PF00368,PTHR10572 PTHR10572:SF9,
genetic,Manes.08G001500,2.18135373,-0.627744573,0.174978041,-3.587562004,0.000333784,0.002582058,-,,,DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding,NA,(1 of 102) PF03106 - WRKY DNA -binding domain (WRKY),GO:0003700 GO:0006355 GO:0043565,,,PF03106,PTHR31221 PTHR31221:SF27,WRKY family transcription factor family protein
genetic,Manes.05G167000,21.989286,-0.533289243,0.148903309,-3.581446565,0.000341697,0.002628337,-,,,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,KOG0156,,PF00067,PTHR24298 PTHR24298:SF102,
genetic,Manes.16G011900,646.6332166,-0.52461427,0.146526043,-3.580348306,0.000343137,0.002635443,-,,,translation initiation factor activity; translational initiation,NA,"(1 of 5) K03113 - translation initiation factor 1 (EIF1, SUI1)",GO:0003743 GO:0006413,KOG1770,K03113,PF01253,PTHR10388 PTHR10388:SF14,Translation initiation factor SUI1 family protein
genetic,Manes.14G143500,3.272840114,0.510068711,0.142524614,3.578811384,0.00034516,0.002645022,+,,,,NA,(1 of 3) PTHR19375//PTHR19375:SF229 - HEAT SHOCK PROTEIN 70KDA // HEAT SHOCK 70 KDA PROTEIN 5,,,K03283,PF00012,PTHR19375 PTHR19375:SF229,
genetic,Manes.04G154450,4.37501034,-0.631996921,0.177340297,-3.563752456,0.000365591,0.002762211,-,,,,NA,,,,,,,
genetic,Manes.14G011000,1.249988313,-0.800486047,0.224977855,-3.55806596,0.000373596,0.002809185,-,,,,NA,(1 of 2) PTHR10641:SF462 - F3O9.29 PROTEIN-RELATED,,,K09422,PF00249,PTHR10641 PTHR10641:SF462,myb domain protein 63
genetic,Manes.16G056000,1.010485103,-0.720803547,0.202761149,-3.554939151,0.000378067,0.002835499,-,PHOTOALL-PWY; PWY-101,oxygenic photosynthesis; photosynthesis light reactions,photosystem I; photosystem I reaction center; photosynthesis,NA,(1 of 1) K02694 - photosystem I subunit III (psaF),GO:0009522 GO:0009538 GO:0015979,,K02694,PF02507,PTHR34939 PTHR34939:SF1,photosystem I subunit F
genetic,Manes.16G014901,0.750805858,-0.725162035,0.205429827,-3.529974418,0.0004156,0.00306856,-,,,protein kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 2) PF01657//PF07714//PF11883 - Salt stress response/antifungal (Stress-antifung) // Protein tyrosine kinase (Pkinase_Tyr) // Domain of unknown function (DUF3403) (DUF3403),GO:0004672 GO:0004674 GO:0004713 GO:0005524 GO:0006468,KOG1187,,PF01657 PF07714 PF11883,PTHR27002,
genetic,Manes.11G124101,0.619869497,-0.600682255,0.170626105,-3.520459274,0.0004308,0.003157964,-,,,double-stranded DNA binding; mitochondrion; regulation of DNA-templated transcription,NA,(1 of 11) PTHR13068//PTHR13068:SF31 - CGI-12 PROTEIN-RELATED // F19K23.4 PROTEIN-RELATED,GO:0003690 GO:0005739 GO:0006355,,,PF02536,PTHR13068 PTHR13068:SF31,
genetic,Manes.09G143800,0.861213574,0.525709174,0.150502042,3.493036809,0.000477561,0.003429372,+,,,DNA binding; regulation of DNA-templated transcription,NA,(1 of 2) PTHR31744:SF10 - NAC DOMAIN CONTAINING PROTEIN 87,GO:0003677 GO:0006355,,,PF02365,PTHR31744 PTHR31744:SF10,Arabidopsis NAC domain containing protein 87
genetic,Manes.04G126501,1.740865797,-0.6169251,0.177428473,-3.477035511,0.000506991,0.003601467,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 2) KOG0984//KOG1187//KOG2345 - Mitogen-activated protein kinase (MAPK) kinase MKK3/MKK6 // Serine/threonine protein kinase // Serine/threonine protein kinase/TGF-beta stimulated factor,GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG1187,,PF00069,PTHR27001,
genetic,Manes.01G102700,1.776968126,-0.546962533,0.157713593,-3.468074768,0.000524201,0.003696733,-,,,,NA,(1 of 4) PTHR13593:SF46 - F21F23.12 PROTEIN,,,,,PTHR13593 PTHR13593:SF46,PLC-like phosphodiesterases superfamily protein
genetic,Manes.08G137900,1.084399534,-0.649025734,0.187162583,-3.467710923,0.000524912,0.003700464,-,,,,NA,,,,,,,
genetic,Manes.09G070538,0.82138514,-0.813680153,0.23468884,-3.467059413,0.000526186,0.003703857,-,PWY-7267; PWY-5125; PWY-5153,anthocyanin biosynthesis (pelargonidin 3-<i>O</i>-glucoside); anthocyanin biosynthesis; anthocyanin biosynthesis (delphinidin 3-O-glucoside),metabolic process; hexosyltransferase activity,NA,(1 of 4) PTHR11926//PTHR11926:SF242 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // UDP-GLYCOSYLTRANSFERASE 71B2-RELATED,GO:0008152 GO:0016758,KOG1192,,PF00201,PTHR11926 PTHR11926:SF242,UDP-Glycosyltransferase superfamily protein
genetic,Manes.02G145300,26.69382242,-0.518508487,0.149592044,-3.466150171,0.000527968,0.003713044,-,,,DNA binding; DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription; protein dimerization activity,NA,(1 of 5) PTHR11945:SF179 - MADS-BOX PROTEIN SVP,GO:0003677 GO:0003700 GO:0005634 GO:0006355 GO:0046983,KOG0014,,PF00319 PF01486,PTHR11945 PTHR11945:SF179,
genetic,Manes.02G142000,1.994684473,-0.635774133,0.183742702,-3.460132711,0.000539909,0.003780105,-,,,xenobiotic transmembrane transport; antiporter activity; membrane; transmembrane transport,NA,(1 of 2) PTHR11206:SF85 - PROTEIN TRANSPARENT TESTA 12,GO:0006855 GO:0015238 GO:0015297 GO:0016020 GO:0055085,KOG1347,K03327,PF01554,PTHR11206 PTHR11206:SF85,MATE efflux family protein
genetic,Manes.13G098300,2.712824969,-0.517048644,0.149525188,-3.457936762,0.000544329,0.003802453,-,,,,NA,(1 of 4) PTHR31948:SF20 - ZINC-FINGER HOMEODOMAIN PROTEIN 1,,,,PF04770,PTHR31948 PTHR31948:SF20,homeobox protein 22
genetic,Manes.04G126900,2.53888765,-0.519729085,0.150687071,-3.449062231,0.000562537,0.003899773,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 6) KOG0984 - Mitogen-activated protein kinase (MAPK) kinase MKK3/MKK6,GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG0984,,PF00069,PTHR27001,
genetic,Manes.11G041375,1.699475118,-0.586296932,0.171625704,-3.416137079,0.000635163,0.004313954,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase,GO:0004672 GO:0004713 GO:0005524 GO:0006468,,,PF00069,PTHR27001,
genetic,Manes.04G120100,1.223726031,0.751573762,0.220799032,3.4038816,0.000664355,0.004480945,+,,,oxidoreductase activity,NA,"(1 of 9) PTHR10209//PTHR10209:SF211 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN-RELATED",GO:0016491 GO:0055114,KOG0143,,PF03171 PF14226,PTHR10209 PTHR10209:SF211,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
genetic,Manes.01G174900,0.987853112,-0.588031184,0.173340789,-3.392341685,0.00069298,0.004632714,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 52) K04733 - interleukin-1 receptor-associated kinase 4 (IRAK4),GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG1187,K04733,PF07714,PTHR27001 PTHR27001:SF99,
genetic,Manes.03G098700,0.716949942,-0.513841398,0.153395028,-3.349791731,0.000808723,0.005250149,-,,,,NA,(1 of 4) PTHR10641//PTHR10641:SF455 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED,,KOG0048,K09422,PF00249,PTHR10641 PTHR10641:SF455,myb domain protein 5
genetic,Manes.05G065500,2.124648628,0.509532046,0.152749418,3.335738045,0.000850733,0.005450132,+,,,metal ion binding,NA,(1 of 1) PTHR10593//PTHR10593:SF34 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED,GO:0046872,,,,PTHR10593 PTHR10593:SF34,
genetic,Manes.11G039800,1.092479012,-0.501411537,0.150386791,-3.334146137,0.000855617,0.005471128,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation; cell redox homeostasis,NA,(1 of 2) PF00069//PF00085//PF07714 - Protein kinase domain (Pkinase) // Thioredoxin (Thioredoxin) // Protein tyrosine kinase (Pkinase_Tyr),GO:0004672 GO:0004713 GO:0005524 GO:0006468 GO:0045454,KOG1187,,PF00069 PF00085 PF07714,PTHR27001,
genetic,Manes.10G022200,0.455878763,-0.976378482,0.292891356,-3.33358586,0.000857342,0.005475304,-,,,zinc ion binding,NA,(1 of 2) PTHR24209//PTHR24209:SF7 - FAMILY NOT NAMED // PROTEIN DA1-RELATED 2,GO:0008270,KOG1703,,PF00412 PF12315,PTHR24209 PTHR24209:SF7,DA1-related protein 2
genetic,Manes.17G099100,0.535211681,0.660942506,0.198557224,3.328725554,0.000872443,0.005557847,+,,,,NA,(1 of 9) PF05055 - Protein of unknown function (DUF677) (DUF677),,,,PF05055,PTHR31113 PTHR31113:SF3,Protein of unknown function (DUF677)
genetic,Manes.01G190800,1.072805692,-0.612810794,0.18496499,-3.313117762,0.000922621,0.005808675,-,,,transporter activity; transport; membrane,NA,(1 of 5) PTHR11654:SF98 - PROTEIN NRT1/ PTR FAMILY 4.5-RELATED,GO:0005215 GO:0006810 GO:0016020,,K14638,PF00854,PTHR11654 PTHR11654:SF98,nitrate transporter 1:2
genetic,Manes.13G050200,1.717398485,-0.584410476,0.176996046,-3.301827852,0.00096057,0.005997691,-,,,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,KOG0156,,PF00067,PTHR24298 PTHR24298:SF78,
genetic,Manes.17G075600,0.883921766,-0.706704976,0.214562308,-3.293705131,0.000988762,0.006130622,-,,,,NA,(1 of 1) PTHR10641//PTHR10641:SF507 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED,,KOG0048,K09422,PF00249,PTHR10641 PTHR10641:SF507,
genetic,Manes.05G187300,2.146227295,-0.660529581,0.203292398,-3.249160257,0.001157462,0.006972933,-,,,protein dimerization activity,NA,(1 of 163) PF00010 - Helix-loop-helix DNA-binding domain (HLH),GO:0046983,,,PF00010,PTHR31945 PTHR31945:SF15,beta HLH protein 93
