"","gene_id","colors","locusName","Pathways","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"263","Manes.05G141400.v8.1","grey","Manes.05G141400","","carb","(1 of 1) PTHR10357//PTHR10357:SF118 - ALPHA-AMYLASE // ALPHA-AMYLASE 2-RELATED","GO:0003824 GO:0004556 GO:0005509 GO:0005975 GO:0043169","KOG0471","K01176","PF00128 PF07821","PTHR10357 PTHR10357:SF118","alpha-amylase-like 2"
"264","Manes.05G148800.v8.1","lightgreen","Manes.05G148800","","carb","(1 of 2) PTHR22298//PTHR22298:SF57 - ENDO-1;4-BETA-GLUCANASE // ENDOGLUCANASE 10-RELATED","GO:0004553 GO:0005975","","","PF00759","PTHR22298 PTHR22298:SF57","glycosyl hydrolase 9B7"
"265","Manes.05G155100.v8.1","brown","Manes.05G155100","; PWY-3821; PWY-6527; PWY66-422; PWY-7344","carb","(1 of 1) PTHR10366//PTHR10366:SF430 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED","GO:0003824 GO:0050662","","","PF01370","PTHR10366 PTHR10366:SF430","NAD(P)-binding Rossmann-fold superfamily protein"
"266","Manes.05G160600.v8.1","blue","Manes.05G160600","","carb","(1 of 3) PTHR32227:SF16 - GLUCAN ENDO-1;3-BETA-GLUCOSIDASE 7-RELATED","GO:0004553 GO:0005975","","","PF00332 PF07983","PTHR32227 PTHR32227:SF16","O-Glycosyl hydrolases family 17 protein"
"267","Manes.05G160800.v8.1","lightsteelblue1","Manes.05G160800","PWY66-399; PWY-3801; GLUCONEO-PWY; SUCSYN-PWY; PWY-621; PWY-7238; PWY-5659; ANAGLYCOLYSIS-PWY; PWY-622; ANAEROFRUCAT-PWY","carb","(1 of 2) PTHR11469:SF1 - GLUCOSE-6-PHOSPHATE ISOMERASE; CYTOSOLIC","GO:0004347 GO:0006094 GO:0006096","","K01810","PF00342","PTHR11469 PTHR11469:SF1","Sugar isomerase (SIS) family protein"
"268","Manes.05G164000.v8.1","tan","Manes.05G164000","PWY-1061","carb","(1 of 33) 2.4.1.43 - Polygalacturonate 4-alpha-galacturonosyltransferase","GO:0016757","","","PF01501","PTHR13778 PTHR13778:SF6","Nucleotide-diphospho-sugar transferases superfamily protein"
"269","Manes.05G171200.v8.1","turquoise","Manes.05G171200","","carb","(1 of 1) KOG2029 - Uncharacterized conserved protein","GO:0006505 GO:0006886 GO:0016788","KOG2029","","PF07819","PTHR22731","alpha/beta-Hydrolases superfamily protein"
"270","Manes.05G185101.v8.1","grey","Manes.05G185101","","carb","(1 of 11) 3.2.1.8 - Endo-1;4-beta-xylanase","GO:0004553 GO:0005975 GO:0016798","","","PF00331 PF02018","PTHR31490 PTHR31490:SF15",""
"271","Manes.05G185300.v8.1","turquoise","Manes.05G185300","","carb","(1 of 11) 3.2.1.8 - Endo-1;4-beta-xylanase","GO:0004553 GO:0005975 GO:0016798","","","PF00331 PF02018","PTHR31490 PTHR31490:SF15","glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein"
"272","Manes.05G185400.v8.1","magenta","Manes.05G185400","","carb","(1 of 1) PTHR31490//PTHR31490:SF1 - FAMILY NOT NAMED // F19C14.2 PROTEIN-RELATED","GO:0004553 GO:0005975 GO:0016798","","","PF00331 PF02018","PTHR31490 PTHR31490:SF1",""
"273","Manes.05G186400.v8.1","salmon","Manes.05G186400","","carb","(1 of 2) 2.7.1.17 - Xylulokinase / Xylulose kinase","GO:0005975 GO:0016773","","K00854","PF00370 PF02782","PTHR10196 PTHR10196:SF57","xylulose kinase-2"
"274","Manes.05G189000.v8.1","lightcyan1","Manes.05G189000","PWY-6724","carb","(1 of 2) 2.7.9.4 - Alpha-glucan; water dikinase / Starch-related R1 protein","GO:0005524 GO:0016301 GO:0016310","","K08244","PF01326","PTHR22931 PTHR22931:SF26","phosphoglucan, water dikinase"
"275","Manes.05G189800.v8.1","turquoise","Manes.05G189800","PWY-7437","carb","(1 of 17) 2.4.1.255 - Protein O-GlcNAc transferase / OGTase","GO:0005515","","","PF13181","PTHR26312 PTHR26312:SF71",""
"276","Manes.05G193300.v8.1","darkgrey","Manes.05G193300","PENTOSE-P-PWY; OXIDATIVEPENT-PWY","carb","(1 of 1) PTHR11054//PTHR11054:SF3 - 6-PHOSPHOGLUCONOLACTONASE // SUBFAMILY NOT NAMED","GO:0005975 GO:0006098 GO:0017057","KOG3147","K01057","PF01182","PTHR11054 PTHR11054:SF3","NagB/RpiA/CoA transferase-like superfamily protein"
"277","Manes.05G193700.v8.1","blue","Manes.05G193700","CAROTENOID-PWY; PWY-6475","carot","(1 of 1) K02293 - 15-cis-phytoene desaturase (PDS; crtP)","GO:0016117 GO:0016705 GO:0055114","KOG0029","K02293","PF13450","PTHR10742 PTHR10742:SF278","phytoene desaturase 3"
"278","Manes.05G194300.v8.1","brown","Manes.05G194300","PWY-6724","carb","(1 of 1) K15535 - phosphoglucan; water dikinase (PWD)","GO:0005524 GO:0016301 GO:0016310 GO:2001070","","K15535","PF00686 PF01326","PTHR22931 PTHR22931:SF2","catalytics;carbohydrate kinases;phosphoglucan, water dikinases"
"279","Manes.05G195080.v8.1","red","Manes.05G195080","","carb","(1 of 2) PTHR22595:SF42 - CHITINASE-LIKE PROTEIN 1","GO:0004568 GO:0005975 GO:0006032 GO:0016998","KOG4742","","PF00182","PTHR22595 PTHR22595:SF42","Chitinase family protein"
"280","Manes.05G199600.v8.1","grey60","Manes.05G199600","","carb","(1 of 1) PTHR31062//PTHR31062:SF34 - FAMILY NOT NAMED // XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 15-RELATED","GO:0004553 GO:0005618 GO:0005975 GO:0006073 GO:0010411 GO:0016762 GO:0042546 GO:0048046","","K08235","PF00722 PF06955","PTHR31062 PTHR31062:SF34","xyloglucan endotransglucosylase/hydrolase 16"
"281","Manes.05G202700.v8.1","brown","Manes.05G202700","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 2) PTHR11627:SF19 - FRUCTOSE-BISPHOSPHATE ALDOLASE-RELATED","GO:0004332 GO:0006096","","K01623","PF00274","PTHR11627 PTHR11627:SF19","Aldolase superfamily protein"
"282","Manes.05G207700.v8.1","skyblue","Manes.05G207700","","carb","(1 of 1) 3.2.1.143 - Poly(ADP-ribose) glycohydrolase","GO:0004649 GO:0005975","KOG2064","K07759","PF05028","PTHR12837 PTHR12837:SF0","Poly (ADP-ribose) glycohydrolase (PARG)"
"283","Manes.06G005200.v8.1","red","Manes.06G005200","PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY; PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY","carb","(1 of 1) PF07005 - Putative sugar-binding N-terminal domain (DUF1537)","GO:0004616 GO:0005975 GO:0008270 GO:0016832 GO:0051287 GO:0055114","KOG0409","","PF01116 PF03446 PF07005 PF14833 PF17042","PTHR22981 PTHR22981:SF27","ketose-bisphosphate aldolase class-II family protein"
"284","Manes.06G016900.v8.1","royalblue","Manes.06G016900","","carb","(1 of 1) PTHR22298//PTHR22298:SF36 - ENDO-1;4-BETA-GLUCANASE // ENDOGLUCANASE 21-RELATED","GO:0004553 GO:0005975","","K08472","PF00759","PTHR22298 PTHR22298:SF36","glycosyl hydrolase 9A1"
"285","Manes.06G020400.v8.1","lightgreen","Manes.06G020400","","carb","(1 of 2) PTHR10795:SF431 - SUBTILISIN SERINE PROTEASE-RELATED","GO:0004252 GO:0005618 GO:0006508 GO:0016020","","","PF00082 PF02225 PF05922 PF06280","PTHR10795 PTHR10795:SF431","subtilisin-like serine protease 3"
"286","Manes.06G021500.v8.1","sienna4","Manes.06G021500","","carb","(1 of 3) PTHR11122//PTHR11122:SF22 - APOSPORY-ASSOCIATED PROTEIN C-RELATED // SUBFAMILY NOT NAMED","GO:0005975 GO:0016853","","K01792","PF01263","PTHR11122 PTHR11122:SF22","Galactose mutarotase-like superfamily protein"
"287","Manes.06G026700.v8.1","firebrick3","Manes.06G026700","","carb","(1 of 1) 2.7.1.16 - Ribulokinase / L-ribulokinase","GO:0005975 GO:0016773","","","PF00370 PF02782","PTHR10196 PTHR10196:SF71","FGGY family of carbohydrate kinase"
"288","Manes.06G027600.v8.1","cyan","Manes.06G027600","","carb","(1 of 2) 5.3.1.5 - Xylose isomerase / D-xylose ketoisomerase","GO:0005975 GO:0009045","","K01805","","PTHR32176 PTHR32176:SF0","xylose isomerase family protein"
"289","Manes.06G028100.v8.1","tan3","Manes.06G028100","PWY-7560","carot","(1 of 2) PTHR11624//PTHR11624:SF84 - DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","GO:0003824 GO:0008152 GO:0008661 GO:0016114","","K01662","PF02779 PF02780 PF13292","PTHR11624 PTHR11624:SF84",""
"290","Manes.06G030900.v8.1","tan","Manes.06G030900","PWY-1001","carb","(1 of 3) PTHR13301//PTHR13301:SF28 - X-BOX TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED","GO:0005515 GO:0008270","","K10999","PF13632 PF14569","PTHR13301 PTHR13301:SF28","Cellulose synthase family protein"
"291","Manes.06G031000.v8.1","tan","Manes.06G031000","PWY-1001","carb","(1 of 3) PTHR13301//PTHR13301:SF28 - X-BOX TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED","GO:0005515 GO:0008270","","K10999","PF13632 PF14569","PTHR13301 PTHR13301:SF28","Cellulose synthase family protein"
"292","Manes.06G045600.v8.1","violet","Manes.06G045600","PWY66-399; PWY-6824; PWY-5466; PWY-7445; PWY-5083; PWY-7214; PWY-6348","carb","(1 of 1) 3.1.3.38 - 3-phosphoglycerate phosphatase","GO:0005515 GO:0016787","KOG1378","","PF00149 PF14008 PF16656","PTHR22953 PTHR22953:SF13","purple acid phosphatase 26"
"293","Manes.06G055900.v8.1","pink","Manes.06G055900","PWY-7426","carb","(1 of 6) 2.4.1.144 - Beta-1;4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase / acetylglucosaminyltransferase III","GO:0003830 GO:0006487 GO:0016020","","K00737","PF04724","PTHR12224 PTHR12224:SF1","beta-1,4-N-acetylglucosaminyltransferase family protein"
"294","Manes.06G056900.v8.1","sienna4","Manes.06G056900","","carb","(1 of 3) PTHR32227//PTHR32227:SF129 - FAMILY NOT NAMED // GLYCOSYL HYDROLASE SUPERFAMILY PROTEIN","GO:0004553 GO:0005975","","","PF00332","PTHR32227 PTHR32227:SF129","Glycosyl hydrolase superfamily protein"
"295","Manes.06G054000.v8.1","red","Manes.06G054000","PWY-6724; PWY-622","carb","(1 of 1) PTHR10357:SF169 - ISOAMYLASE 1; CHLOROPLASTIC","GO:0003824 GO:0004553 GO:0005975 GO:0043169","","K01214","PF00128 PF02922","PTHR10357 PTHR10357:SF169","isoamylase 1"
"296","Manes.06G054100.v8.1","pink","Manes.06G054100","PWY-63","carb","(1 of 2) K12448 - UDP-arabinose 4-epimerase (UXE; uxe)","GO:0003978 GO:0006012","","K12448","PF02719","PTHR10366 PTHR10366:SF326","NAD(P)-binding Rossmann-fold superfamily protein"
"297","Manes.06G061700.v8.1","green","Manes.06G061700","PHOTOALL-PWY; PENTOSE-P-PWY; NONOXIPENT-PWY; PWY-5723; CALVIN-PWY","carb","(1 of 3) PTHR11934//PTHR11934:SF7 - RIBOSE-5-PHOSPHATE ISOMERASE // RIBOSE-5-PHOSPHATE ISOMERASE 1-RELATED","GO:0004751 GO:0009052","KOG3075","K01807","PF06026","PTHR11934 PTHR11934:SF7","ribose-5-phosphate isomerase 2"
"298","Manes.06G063500.v8.1","cyan","Manes.06G063500","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 2) PTHR11627//PTHR11627:SF8 - FRUCTOSE-BISPHOSPHATE ALDOLASE // FRUCTOSE-BISPHOSPHATE ALDOLASE 3; CHLOROPLASTIC-RELATED","GO:0004332 GO:0006096","","K01623","PF00274","PTHR11627 PTHR11627:SF8","Aldolase superfamily protein"
"299","Manes.06G069100.v8.1","darkseagreen2","Manes.06G069100","","carb","(1 of 3) 3.2.1.177 - Alpha-D-xyloside xylohydrolase / Alpha-xylosidase","GO:0004553 GO:0005975","","K15925","PF01055 PF16863","PTHR22762 PTHR22762:SF56","alpha-xylosidase 1"
"300","Manes.06G069200.v8.1","darkturquoise","Manes.06G069200","","carb","(1 of 3) 3.2.1.177//3.2.1.37//3.2.1.55 - Alpha-D-xyloside xylohydrolase / Alpha-xylosidase // Xylan 1;4-beta-xylosidase / Xylobiase // Non-reducing end alpha-L-arabinofuranosidase / Arabinosidase","GO:0004553 GO:0005975","","K15925","PF01055 PF16863","PTHR22762 PTHR22762:SF56","alpha-xylosidase 1"
"301","Manes.06G071900.v8.1","lightgreen","Manes.06G071900","PWY-1061","carb","(1 of 2) PTHR13778:SF4 - GALACTURONOSYLTRANSFERASE-LIKE 3-RELATED","GO:0016757","","","PF01501","PTHR13778 PTHR13778:SF4","galacturonosyltransferase-like 3"
"302","Manes.06G074600.v8.1","firebrick4","Manes.06G074600","PWY-7117; PWYQT-4429; PWY-6549; PWY-241; PWY-7115","carb","(1 of 2) PTHR30523//PTHR30523:SF6 - PHOSPHOENOLPYRUVATE CARBOXYLASE // PHOSPHOENOLPYRUVATE CARBOXYLASE 4","GO:0006099 GO:0008964 GO:0015977","","K01595","PF00311","PTHR30523 PTHR30523:SF6","phosphoenolpyruvate carboxylase 4"
"303","Manes.06G081500.v8.1","yellow","Manes.06G081500","PWY-1061","carb","(1 of 2) PTHR32116//PTHR32116:SF20 - FAMILY NOT NAMED // GALACTURONOSYLTRANSFERASE 11-RELATED","GO:0016757 GO:0047262","","K13648","PF01501","PTHR32116 PTHR32116:SF20","galacturonosyltransferase 11"
"304","Manes.06G082100.v8.1","blue","Manes.06G082100","","carb","(1 of 9) 5.4.99.30 - UDP-arabinopyranose mutase","GO:0016866 GO:0030244","","K13379","PF03214","PTHR31682 PTHR31682:SF3",""
"305","Manes.06G089600.v8.1","salmon4","Manes.06G089600","PWY-5936","carb","(1 of 2) PTHR31311//PTHR31311:SF4 - FAMILY NOT NAMED // GLYCOSYLTRANSFERASE 3-RELATED","GO:0016021 GO:0016757","KOG4748","K08238","PF05637","PTHR31311 PTHR31311:SF4","xyloglucan xylosyltransferase 5"
"306","Manes.06G090100.v8.1","turquoise","Manes.06G090100","PHOTOALL-PWY; PENTOSE-P-PWY; NONOXIPENT-PWY; PWY-5723; CALVIN-PWY","carb","(1 of 2) PTHR11749:SF4 - D-RIBULOSE-5-PHOSPHATE-3-EPIMERASE","GO:0005975 GO:0016857","KOG3111","K01783","PF00834","PTHR11749 PTHR11749:SF4","D-ribulose-5-phosphate-3-epimerase"
"307","Manes.06G091900.v8.1","grey60","Manes.06G091900","PWY66-399; GLUCONEO-PWY; GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-7115; PWY-561","carb","(1 of 2) PTHR11540//PTHR11540:SF29 - MALATE AND LACTATE DEHYDROGENASE // SUBFAMILY NOT NAMED","GO:0003854 GO:0006108 GO:0006694 GO:0016616 GO:0019752 GO:0030060 GO:0055114","","K00026","PF01073 PF02866","PTHR11540 PTHR11540:SF29","malate dehydrogenase"
"308","Manes.06G098200.v8.1","green","Manes.06G098200","","carb","(1 of 1) PTHR11214//PTHR11214:SF126 - BETA-1;3-N-ACETYLGLUCOSAMINYLTRANSFERASE // SUBFAMILY NOT NAMED","GO:0006486 GO:0008378 GO:0016020 GO:0030246","KOG2287","","PF00337 PF01762","PTHR11214 PTHR11214:SF126","Galactosyltransferase family protein"
"309","Manes.06G100100.v8.1","brown","Manes.06G100100","PWY-882; PWY-5659","carb","(1 of 5) 2.7.7.13 - Mannose-1-phosphate guanylyltransferase / GTP-mannose-1-phosphate guanylyltransferase","GO:0009058 GO:0016779","","K00966","PF00132 PF00483","PTHR22572 PTHR22572:SF104","ADP-glucose pyrophosphorylase family protein"
"310","Manes.06G103000.v8.1","darkseagreen2","Manes.06G103000","","carb","(1 of 4) PTHR10788//PTHR10788:SF14 - TREHALOSE-6-PHOSPHATE SYNTHASE // ALPHA;ALPHA-TREHALOSE-PHOSPHATE SYNTHASE [UDP-FORMING] 10-RELATED","GO:0003824 GO:0005992 GO:0008152","","K16055","PF00982 PF02358","PTHR10788 PTHR10788:SF14",""
"311","Manes.06G104700.v8.1","purple","Manes.06G104700","PWY-7560","carot","(1 of 2) 1.1.1.267 - 1-deoxy-D-xylulose-5-phosphate reductoisomerase / DXP-reductoisomerase","GO:0005515 GO:0008299 GO:0030604 GO:0046872 GO:0055114 GO:0070402","","K00099","PF02670 PF08436 PF13288","PTHR30525 PTHR30525:SF2","1-deoxy-D-xylulose 5-phosphate reductoisomerase"
"312","Manes.06G113700.v8.1","royalblue","Manes.06G113700","PWY-7437","carb","(1 of 1) PTHR23083:SF343 - BARDET-BIEDL SYNDROME 4 PROTEIN HOMOLOG","GO:0005515","","","PF07719 PF13414 PF14559","PTHR23083 PTHR23083:SF343","tetratricopeptide repeat (TPR)-containing protein"
"313","Manes.06G114500.v8.1","turquoise","Manes.06G114500","PWY-6773","carb","(1 of 1) PTHR12741//PTHR12741:SF5 - LYST-INTERACTING PROTEIN LIP5  DOPAMINE RESPONSIVE PROTEIN DRG-1 // CALLOSE SYNTHASE 10","GO:0000148 GO:0003843 GO:0006075 GO:0016020","","K11000","PF02364 PF14288","PTHR12741 PTHR12741:SF5","glucan synthase-like 8"
"314","Manes.06G116400.v8.1","blue","Manes.06G116400","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 8) K00134 - glyceraldehyde 3-phosphate dehydrogenase (GAPDH; gapA)","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K00134","PF00044 PF02800","PTHR10836 PTHR10836:SF59","glyceraldehyde-3-phosphate dehydrogenase C2"
"315","Manes.06G126300.v8.1","grey","Manes.06G126300","","carb","(1 of 5) K01191 - alpha-mannosidase (E3.2.1.24)","GO:0004553 GO:0004559 GO:0005975 GO:0006013 GO:0008270 GO:0015923","","K01191","PF01074 PF07748 PF09261","PTHR11607 PTHR11607:SF18",""
"316","Manes.06G135800.v8.1","black","Manes.06G135800","PWY-1081","carb","(1 of 1) PTHR31707//PTHR31707:SF45 - FAMILY NOT NAMED // PECTINESTERASE/PECTINESTERASE INHIBITOR 33-RELATED","GO:0004857 GO:0005618 GO:0030599 GO:0042545","","K01051","PF01095 PF04043","PTHR31707 PTHR31707:SF45","Plant invertase/pectin methylesterase inhibitor superfamily"
"317","Manes.06G136100.v8.1","antiquewhite4","Manes.06G136100","PWY-1081","carb","(1 of 137) 3.1.1.11 - Pectinesterase / Pectin methylesterase","GO:0004857","","","PF04043","PTHR31080 PTHR31080:SF28",""
"318","Manes.06G136300.v8.1","royalblue3","Manes.06G136300","PWY-1081","carb","(1 of 2) PTHR31080//PTHR31080:SF9 - FAMILY NOT NAMED // INVERTASE/PECTIN METHYLESTERASE INHIBITOR FAMILY PROTEIN / DC 1.2-LIKE PROTEIN-RELATED","GO:0004857","","","PF04043","PTHR31080 PTHR31080:SF9","Plant invertase/pectin methylesterase inhibitor superfamily protein"
"319","Manes.06G136800.v8.1","yellow","Manes.06G136800","PWY-4861","carb","(1 of 3) PTHR10366//PTHR10366:SF393 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED","GO:0003854 GO:0005975 GO:0006694 GO:0016616 GO:0016857 GO:0055114","KOG1371","K08679","PF01073","PTHR10366 PTHR10366:SF393",""
"320","Manes.06G141300.v8.1","antiquewhite4","Manes.06G141300","PWY-3801; GLYCOGENSYNTH-PWY; SUCSYN-PWY; PWY-7238; PWY-7343; GLUCOSE1PMETAB-PWY; PWY-622; PWY66-422","carb","(1 of 2) 5.4.2.2//5.4.2.5 - Phosphoglucomutase (alpha-D-glucose-1;6-bisphosphate-dependent) / Phosphoglucose mutase // Phosphoglucomutase (glucose-cofactor) / Glucose-1-phosphate phosphotransferase","GO:0005975 GO:0016868 GO:0071704","","K01835","PF00408 PF02878 PF02879 PF02880","PTHR22573 PTHR22573:SF2","phosphoglucomutase"
"321","Manes.06G141400.v8.1","greenyellow","Manes.06G141400","PWY-4101; PWY-3801; PWY-621","carb","(1 of 1) PTHR10584//PTHR10584:SF192//PTHR10584:SF200 - SUGAR KINASE // FRUCTOKINASE 1 // SUBFAMILY NOT NAMED","GO:0004747 GO:0006014","KOG2855","K00847","PF00294","PTHR10584 PTHR10584:SF192","pfkB-like carbohydrate kinase family protein"
"322","Manes.06G148700.v8.1","blue","Manes.06G148700","; PWY-7434","carb","(1 of 1) 2.4.99.6 - N-acetyllactosaminide alpha-2;3-sialyltransferase","GO:0016787","","","PF03283","PTHR21562","Pectinacetylesterase family protein"
"323","Manes.06G152200.v8.1","blue2","Manes.06G152200","PWY-5944; CAROTENOID-PWY","carot","(1 of 3) 1.14.13.129 - Beta-carotene 3-hydroxylase / Beta-carotene 3;3'-monooxygenase","GO:0005506 GO:0006633 GO:0016491 GO:0055114","","K15746","PF04116","PTHR31899 PTHR31899:SF1","beta-carotene hydroxylase 2"
"324","Manes.06G155200.v8.1","yellow","Manes.06G155200","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 2) PTHR11817//PTHR11817:SF2 - PYRUVATE KINASE // PLASTIDIAL PYRUVATE KINASE 2","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF2","plastidic pyruvate kinase beta subunit 1"
"325","Manes.06G155300.v8.1","honeydew1","Manes.06G155300","PWY-6902","carb","(1 of 5) 3.2.1.14//3.2.1.17 - Chitinase / Poly-beta-glucosaminidase // Lysozyme / Muramidase","GO:0004553 GO:0005975","","K01183","PF00704","PTHR11177","chitinase A"
"326","Manes.06G155500.v8.1","coral1","Manes.06G155500","","carb","(1 of 1) PTHR11177//PTHR11177:SF161 - CHITINASE // SUBFAMILY NOT NAMED","GO:0004553 GO:0005975","","K01183","PF00704","PTHR11177 PTHR11177:SF161",""
"327","Manes.06G155600.v8.1","sienna4","Manes.06G155600","PWY-6902","carb","(1 of 5) 3.2.1.14//3.2.1.17 - Chitinase / Poly-beta-glucosaminidase // Lysozyme / Muramidase","GO:0004553 GO:0005975","","K01183","PF00704","PTHR11177","chitinase A"
"328","Manes.06G161400.v8.1","darkslateblue","Manes.06G161400","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","carb","(1 of 2) PTHR19443:SF6 - HEXOKINASE-3-RELATED","GO:0001678 GO:0004396 GO:0005524 GO:0005536 GO:0005975 GO:0016773 GO:0046835","","K00844","PF00349 PF03727","PTHR19443 PTHR19443:SF6","hexokinase-like 1"
"329","Manes.06G169000.v8.1","green","Manes.06G169000","PWY-3121; PWY-6002; PWY-7089; PWY-5176; PWY-7092; PWY-7091","carb","(1 of 8) PTHR10353//PTHR10353:SF81 - GLYCOSYL HYDROLASE // SUBFAMILY NOT NAMED","GO:0004553 GO:0005975","","K01188","PF00232","PTHR10353 PTHR10353:SF81",""
"330","Manes.06G176400.v8.1","magenta","Manes.06G176400","PWY66-399; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 2) PTHR11406:SF8 - PHOSPHOGLYCERATE KINASE 1; CHLOROPLASTIC-RELATED","GO:0004618 GO:0006096","","K00927","PF00162","PTHR11406 PTHR11406:SF8","phosphoglycerate kinase 1"
"331","Manes.06G176500.v8.1","orangered4","Manes.06G176500","PWY66-399; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 2) PTHR11406//PTHR11406:SF9 - PHOSPHOGLYCERATE KINASE // PHOSPHOGLYCERATE KINASE","GO:0004618 GO:0006096","","K00927","PF00162","PTHR11406 PTHR11406:SF9","phosphoglycerate kinase"
"332","Manes.06G176700.v8.1","yellow","Manes.06G176700","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 2) PTHR10836//PTHR10836:SF46 - GLYCERALDEHYDE 3-PHOSPHATE DEHYDROGENASE // SUBFAMILY NOT NAMED","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K00134","PF00044 PF02800","PTHR10836 PTHR10836:SF46","glyceraldehyde-3-phosphate dehydrogenase of plastid 2"
"333","Manes.07G000100.v8.1","yellow","Manes.07G000100","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 1) PTHR11627//PTHR11627:SF21 - FRUCTOSE-BISPHOSPHATE ALDOLASE // SUBFAMILY NOT NAMED","GO:0004332 GO:0006096","","K01623","PF00274","PTHR11627 PTHR11627:SF21","Aldolase superfamily protein"
"334","Manes.07G001300.v8.1","magenta","Manes.07G001300","PWY-3121; PWY-6002; PWY-7089; PWY-5176; PWY-7092; PWY-7091; ","carb","(1 of 1) 3.2.1.117//3.2.1.21 - Amygdalin beta-glucosidase // Beta-glucosidase / Gentobiase","GO:0004553 GO:0005975","","K01188","PF00232","PTHR10353 PTHR10353:SF81","beta glucosidase 15"
"335","Manes.07G001700.v8.1","darkred","Manes.07G001700","PWY-3121; PWY-6002; PWY-7089; PWY-5176; PWY-7092; PWY-7091","carb","(1 of 39) K01188 - beta-glucosidase (E3.2.1.21)","GO:0004553 GO:0005975","","K01188","PF00232","PTHR10353 PTHR10353:SF37",""
