"","locusName","Description","class","Pathways","Pathways_Desc","GODescription","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"132","Manes.08G020200","(1 of 2) PTHR11902//PTHR11902:SF19 - ENOLASE // SUBFAMILY NOT NAMED","carbohydrate","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","phosphopyruvate hydratase complex; magnesium ion binding; phosphopyruvate hydratase activity; glycolytic process","GO:0000015 GO:0000287 GO:0004634 GO:0006096","","K01689","PF00113 PF03952","PTHR11902 PTHR11902:SF19","Enolase"
"133","Manes.08G021400","(1 of 10) K01623 - fructose-bisphosphate aldolase, class I (ALDO)","carbohydrate","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation V (sucrose &alpha;-glucosidase); oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","fructose-bisphosphate aldolase activity; glycolytic process","GO:0004332 GO:0006096","","K01623","PF00274","PTHR11627","Aldolase superfamily protein"
"134","Manes.08G022400","(1 of 2) PTHR10357//PTHR10357:SF141 - ALPHA-AMYLASE // 1,4-ALPHA-GLUCAN-BRANCHING ENZYME 2-1, CHLOROPLASTIC/AMYLOPLASTIC-RELATED","carbohydrate","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","catalytic activity; 1,4-alpha-glucan branching enzyme activity; hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; glycogen biosynthetic process; cation binding","GO:0003824 GO:0003844 GO:0004553 GO:0005975 GO:0005978 GO:0043169","","K00700","PF00128 PF02806 PF02922","PTHR10357 PTHR10357:SF141","starch branching enzyme 2.1"
"135","Manes.08G027200","(1 of 9) K01193 - beta-fructofuranosidase (E3.2.1.26, sacA)","carbohydrate","PWY66-373; PWY-621","sucrose degradation V (sucrose &alpha;-glucosidase); sucrose degradation III (sucrose invertase)","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process","GO:0004553 GO:0005975","","K01193","PF00251 PF08244","PTHR31953","cell wall invertase 2"
"136","Manes.08G027300","(1 of 9) K01193 - beta-fructofuranosidase (E3.2.1.26, sacA)","carbohydrate","PWY66-373; PWY-621","sucrose degradation V (sucrose &alpha;-glucosidase); sucrose degradation III (sucrose invertase)","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process","GO:0004553 GO:0005975","","K01193","PF00251 PF08244","PTHR31953","cell wall invertase 2"
"137","Manes.08G037000","(1 of 3) 3.1.3.24 - Sucrose-phosphate phosphatase / Sucrose-6-phosphate phosphatase","carbohydrate","SUCSYN-PWY; PWY-7238","sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II","magnesium ion binding; catalytic activity; sucrose biosynthetic process; metabolic process; phosphatase activity; sucrose-phosphate phosphatase activity","GO:0000287 GO:0003824 GO:0005986 GO:0008152 GO:0016791 GO:0050307","","","PF08282 PF08472","PTHR12526 PTHR12526:SF2","Sucrose-6F-phosphate phosphohydrolase family protein"
"138","Manes.08G050700","(1 of 2) PTHR31362:SF1 - EXPRESSED PROTEIN","carbohydrate","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","","","","","PF03385","PTHR31362 PTHR31362:SF1","Protein of unknown function (DUF288)"
"139","Manes.08G063900","(1 of 1) PTHR11695//PTHR11695:SF538 - ALCOHOL DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","carbohydrate","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","GO:0008270 GO:0016491 GO:0055114","KOG0022","K00121","PF00107 PF08240","PTHR11695 PTHR11695:SF538",""
"140","Manes.08G091100","(1 of 2) 2.7.9.5 - Phosphoglucan, water dikinase","carbohydrate","PWY-6724","starch degradation II","catalytic activity; starch binding","GO:0003824 GO:2001070","","","PF00686","PTHR10357 PTHR10357:SF149","Carbohydrate-binding-like fold"
"141","Manes.08G094400","(1 of 2) PTHR18968:SF137 - PYRUVATE DECARBOXYLASE 2","carbohydrate","PWY-5486; PWY-6330","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis II","magnesium ion binding; catalytic activity; carboxy-lyase activity; thiamine pyrophosphate binding","GO:0000287 GO:0003824 GO:0016831 GO:0030976","","K01568","PF00205 PF02775 PF02776","PTHR18968 PTHR18968:SF137","Thiamine pyrophosphate dependent pyruvate decarboxylase family protein"
"142","Manes.08G103800","(1 of 2) PTHR11624//PTHR11624:SF56 - DEHYDROGENASE RELATED // PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT BETA, MITOCHONDRIAL","carbohydrate","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","catalytic activity; pyruvate dehydrogenase (acetyl-transferring) activity; acetyl-CoA biosynthetic process from pyruvate; metabolic process","GO:0003824 GO:0004739 GO:0006086 GO:0008152","","K00162","PF02779 PF02780","PTHR11624 PTHR11624:SF56","Transketolase family protein"
"143","Manes.08G151500","(1 of 3) PTHR10992//PTHR10992:SF217 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // HYDROLASE, ALPHA/BETA FOLD FAMILY PROTEIN","carbohydrate","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","","","KOG1454","","PF00561","PTHR10992 PTHR10992:SF217","alpha/beta-Hydrolases superfamily protein"
"144","Manes.08G151600","(1 of 3) PTHR10992//PTHR10992:SF217 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // HYDROLASE, ALPHA/BETA FOLD FAMILY PROTEIN","carbohydrate","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","","","KOG1454","","PF00561","PTHR10992 PTHR10992:SF217","alpha/beta-Hydrolases superfamily protein"
"145","Manes.08G156000","(1 of 1) KOG2638 - UDP-glucose pyrophosphorylase","carbohydrate","PWY-3801; PWY-6527; SUCSYN-PWY; PWY-7238; PWY-7343; ","sucrose degradation II (sucrose synthase); stachyose degradation; sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II; UDP-glucose biosynthesis; ","structural constituent of ribosome; intracellular anatomical structure; ribosome; translation; metabolic process; uridylyltransferase activity","GO:0003735 GO:0005622 GO:0005840 GO:0006412 GO:0008152 GO:0070569","KOG2638","K00963","PF00318 PF01704","PTHR11952 PTHR11952:SF13",""
"146","Manes.08G162200","(1 of 1) PTHR32518//PTHR32518:SF3 - FAMILY NOT NAMED // 4-ALPHA-GLUCANOTRANSFERASE DPE2","carbohydrate","PWY-6724; PWY-7238","starch degradation II; sucrose biosynthesis II","4-alpha-glucanotransferase activity; carbohydrate metabolic process; starch binding","GO:0004134 GO:0005975 GO:2001070","","K00705","PF00686 PF02446","PTHR32518 PTHR32518:SF3","disproportionating enzyme 2"
"147","Manes.08G166700","(1 of 2) 5.4.2.11//5.4.2.12 - Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent) / Phosphoglyceromutase // Phosphoglycerate mutase (2,3-diphosphoglycerate-independent) / Phosphoglyceromutase","carbohydrate","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","catalytic activity; phosphoglycerate mutase activity; cytoplasm; glucose catabolic process; manganese ion binding; metal ion binding","GO:0003824 GO:0004619 GO:0005737 GO:0006007 GO:0030145 GO:0046872","","K15633","PF01676 PF06415","PTHR31637 PTHR31637:SF3","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent"
"148","Manes.09G007300","(1 of 1) PTHR11817//PTHR11817:SF29 - PYRUVATE KINASE // SUBFAMILY NOT NAMED","carbohydrate","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","GO:0000287 GO:0004743 GO:0006096 GO:0030955","KOG2323","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF29",""
"149","Manes.09G042100","(1 of 3) 3.1.3.24 - Sucrose-phosphate phosphatase / Sucrose-6-phosphate phosphatase","carbohydrate","SUCSYN-PWY; PWY-7238","sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II","magnesium ion binding; catalytic activity; sucrose biosynthetic process; metabolic process; phosphatase activity; sucrose-phosphate phosphatase activity","GO:0000287 GO:0003824 GO:0005986 GO:0008152 GO:0016791 GO:0050307","","","PF08282 PF08472","PTHR12526 PTHR12526:SF2","Sucrose-6F-phosphate phosphohydrolase family protein"
"150","Manes.09G049886","(1 of 11) 3.2.1.2 - Beta-amylase / Saccharogen amylase","carbohydrate","PWY-6724","starch degradation II","polysaccharide catabolic process; beta-amylase activity","GO:0000272 GO:0016161","","","PF01373","PTHR31352 PTHR31352:SF7",""
"151","Manes.09G053500","(1 of 9) K01193 - beta-fructofuranosidase (E3.2.1.26, sacA)","carbohydrate","PWY66-373; PWY-621","sucrose degradation V (sucrose &alpha;-glucosidase); sucrose degradation III (sucrose invertase)","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process","GO:0004553 GO:0005975","","K01193","PF00251 PF08244","PTHR31953","cell wall invertase 2"
"152","Manes.09G056200","(1 of 3) PTHR10992//PTHR10992:SF740 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN-RELATED","carbohydrate","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","","","KOG1454","","PF12697","PTHR10992 PTHR10992:SF740","alpha/beta-Hydrolases superfamily protein"
"153","Manes.09G058676","(1 of 2) PTHR10357//PTHR10357:SF141 - ALPHA-AMYLASE // 1,4-ALPHA-GLUCAN-BRANCHING ENZYME 2-1, CHLOROPLASTIC/AMYLOPLASTIC-RELATED","carbohydrate","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","catalytic activity; 1,4-alpha-glucan branching enzyme activity; hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; glycogen biosynthetic process; cation binding","GO:0003824 GO:0003844 GO:0004553 GO:0005975 GO:0005978 GO:0043169","","K00700","PF00128 PF02806 PF02922","PTHR10357 PTHR10357:SF141","starch branching enzyme 2.1"
"154","Manes.09G060608","(1 of 2) PTHR11902//PTHR11902:SF19 - ENOLASE // SUBFAMILY NOT NAMED","carbohydrate","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","phosphopyruvate hydratase complex; magnesium ion binding; phosphopyruvate hydratase activity; glycolytic process","GO:0000015 GO:0000287 GO:0004634 GO:0006096","","K01689","PF00113 PF03952","PTHR11902 PTHR11902:SF19","Enolase"
"155","Manes.09G061100","(1 of 3) PTHR11817//PTHR11817:SF33 - PYRUVATE KINASE // SUBFAMILY NOT NAMED","carbohydrate","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF33","Pyruvate kinase family protein"
"156","Manes.09G063800","(1 of 4) 1.1.1.41 - Isocitrate dehydrogenase (NAD(+)) / Nicotinamide adenine dinucleotide isocitrate dehydrogenase","carbohydrate","PWY-5464; PWY-5690; PWY-6549","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); L-glutamine biosynthesis III","magnesium ion binding; isocitrate dehydrogenase (NAD+) activity; tricarboxylic acid cycle; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; NAD binding","GO:0000287 GO:0004449 GO:0006099 GO:0016616 GO:0051287 GO:0055114","","K00030","PF00180","PTHR11835","isocitrate dehydrogenase V"
"157","Manes.09G066828","(1 of 1) PTHR11406//PTHR11406:SF13 - PHOSPHOGLYCERATE KINASE // SUBFAMILY NOT NAMED","carbohydrate","ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY; PWY66-399; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY","glycolysis III (from glucose); homolactic fermentation; gluconeogenesis III; oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis)","phosphoglycerate kinase activity; glycolytic process; tRNA modification; tRNA (guanine(46)-N7)-methyltransferase activity","GO:0004618 GO:0006096 GO:0006400 GO:0008176","KOG1367","K00927","PF00162 PF02390","PTHR11406 PTHR11406:SF13",""
"158","Manes.09G076472","(1 of 2) PTHR10357:SF119 - 1,4-ALPHA-GLUCAN-BRANCHING ENZYME 3, CHLOROPLASTIC/AMYLOPLASTIC","carbohydrate","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","catalytic activity; carbohydrate metabolic process; cation binding","GO:0003824 GO:0005975 GO:0043169","","","PF02806","PTHR10357 PTHR10357:SF119",""
"159","Manes.09G077800","(1 of 2) PTHR13697//PTHR13697:SF11 - PHOSPHOFRUCTOKINASE // 6-PHOSPHOFRUCTOKINASE 2","carbohydrate","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","6-phosphofructokinase activity; fructose 6-phosphate metabolic process; glycolytic process","GO:0003872 GO:0006002 GO:0006096","","","PF00365","PTHR13697 PTHR13697:SF11",""
"160","Manes.09G077815","(1 of 3) 2.4.1.242 - NDP-glucose--starch glucosyltransferase / Waxy protein","carbohydrate","PWY-622","starch biosynthesis","","","","","","",""
"161","Manes.09G085200","(1 of 2) PTHR13697//PTHR13697:SF11 - PHOSPHOFRUCTOKINASE // 6-PHOSPHOFRUCTOKINASE 2","carbohydrate","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","6-phosphofructokinase activity; ATP binding; fructose 6-phosphate metabolic process; glycolytic process","GO:0003872 GO:0005524 GO:0006002 GO:0006096","KOG2440","K00850","PF00365","PTHR13697 PTHR13697:SF11","phosphofructokinase 2"
"162","Manes.09G100784","(1 of 1) PTHR10584//PTHR10584:SF175 - SUGAR KINASE // FRUCTOKINASE-LIKE 1","carbohydrate","PWY-4101; PWY-3801; PWY-621","D-sorbitol degradation I; sucrose degradation II (sucrose synthase); sucrose degradation III (sucrose invertase)","","","KOG2855","","PF00294","PTHR10584 PTHR10584:SF175","fructokinase-like 1"
"163","Manes.09G104500","(1 of 2) 3.2.1.3 - Glucan 1,4-alpha-glucosidase / Lysosomal alpha-glucosidase","carbohydrate","","","catalytic activity; starch binding","GO:0003824 GO:2001070","","","PF00686","PTHR10357 PTHR10357:SF149","Carbohydrate-binding-like fold"
"164","Manes.09G106300","(1 of 2) PTHR18968:SF137 - PYRUVATE DECARBOXYLASE 2","carbohydrate","PWY-5486; PWY-6330","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis II","magnesium ion binding; catalytic activity; carboxy-lyase activity; thiamine pyrophosphate binding","GO:0000287 GO:0003824 GO:0016831 GO:0030976","","K01568","PF00205 PF02775 PF02776","PTHR18968 PTHR18968:SF137","Thiamine pyrophosphate dependent pyruvate decarboxylase family protein"
"165","Manes.09G120000","(1 of 2) 5.4.2.11//5.4.2.12 - Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent) / Phosphoglyceromutase // Phosphoglycerate mutase (2,3-diphosphoglycerate-independent) / Phosphoglyceromutase","carbohydrate","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","catalytic activity; phosphoglycerate mutase activity; cytoplasm; glucose catabolic process; manganese ion binding; metal ion binding","GO:0003824 GO:0004619 GO:0005737 GO:0006007 GO:0030145 GO:0046872","","K15633","PF01676 PF06415","PTHR31637 PTHR31637:SF3","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent"
"166","Manes.09G128000","(1 of 1) PTHR30031//PTHR30031:SF2 - PHOSPHOENOLPYRUVATE CARBOXYKINASE  ATP // SUBFAMILY NOT NAMED","carbohydrate","PWY-7117; GLUCONEO-PWY; PWY-561","C4 photosynthetic carbon assimilation cycle, PEPCK type; gluconeogenesis I; superpathway of glyoxylate cycle and fatty acid degradation","phosphoenolpyruvate carboxykinase (ATP) activity; ATP binding; gluconeogenesis","GO:0004612 GO:0005524 GO:0006094","","","PF01293","PTHR30031 PTHR30031:SF2",""
"167","Manes.09G129300","(1 of 1) PTHR11695//PTHR11695:SF538//PTHR11695:SF568 - ALCOHOL DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED // SUBFAMILY NOT NAMED","carbohydrate","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","GO:0008270 GO:0016491 GO:0055114","KOG0022","","PF00107 PF08240","PTHR11695 PTHR11695:SF538",""
"168","Manes.09G143000","(1 of 1) PTHR11817//PTHR11817:SF34 - PYRUVATE KINASE // SUBFAMILY NOT NAMED","carbohydrate","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF34",""
