"","locusName","Pathways","Pathways_Desc","GODescription","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"10302","Manes.05G161600","","","",NA,"","","","","","PTHR36005","(1 of 6) 3.4.22.69 - SARS coronavirus main proteinase / Severe acute respiratory syndrome coronavirus main protease"
"10303","Manes.05G161700","","","",NA,"(1 of 1) PTHR35464//PTHR35464:SF1 - FAMILY NOT NAMED // F18O14.9","","","","","PTHR35464 PTHR35464:SF1","(1 of 2) PTHR35464:SF1 - F18O14.9"
"10304","Manes.05G161800","","","protein kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 1) PTHR24356//PTHR24356:SF155 - SERINE/THREONINE-PROTEIN KINASE // PROTEIN KINASE","GO:0004672 GO:0004674 GO:0004713 GO:0005524 GO:0006468","","","PF07714","PTHR24356 PTHR24356:SF155","Protein kinase superfamily protein"
"10305","Manes.05G161900","","","protein binding",NA,"(1 of 2) K12178 - COP9 signalosome complex subunit 4 (COPS4; CSN4)","GO:0005515","KOG1497","K12178","PF01399","PTHR10855 PTHR10855:SF2","Proteasome component (PCI) domain protein"
"10306","Manes.05G162000","","","",NA,"(1 of 1) PF11779 - Protein of unknown function (DUF3317) (DUF3317)","","","","PF11779","PTHR33727","Protein of unknown function (DUF3317)"
"10307","Manes.05G162100","","","metal ion binding",NA,"(1 of 1) PTHR10593//PTHR10593:SF32 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED","GO:0046872","","","PF12171","PTHR10593 PTHR10593:SF32",""
"10308","Manes.05G162250","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 2) PTHR24282//PTHR24282:SF45 - CYTOCHROME P450 FAMILY MEMBER // CYTOCHROME P450; FAMILY 721; SUBFAMILY A; POLYPEPTIDE 1","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0157","","PF00067","PTHR24282 PTHR24282:SF45","cytochrome P450, family 721, subfamily A, polypeptide 1"
"10309","Manes.05G162400","","","catalytic activity",NA,"(1 of 2) PTHR12320//PTHR12320:SF16 - PROTEIN PHOSPHATASE 2C // PROTEIN PHOSPHATASE 2C 80-RELATED","GO:0003824","KOG1379","","PF07228","PTHR12320 PTHR12320:SF16","Protein phosphatase 2C family protein"
"10310","Manes.05G162500","","","",NA,"(1 of 2) PTHR23172:SF36 - CHAPERONE DNAJ-DOMAIN-CONTAINING PROTEIN-RELATED","","","","","PTHR23172 PTHR23172:SF36","J-domain protein required for chloroplast accumulation response 1"
"10311","Manes.05G162600","","","",NA,"(1 of 2) PTHR12378:SF11 - PUTATIVE THIOL PEPTIDASE FAMILY PROTEIN-RELATED","","KOG0324","","PF05903","PTHR12378 PTHR12378:SF11","PPPDE putative thiol peptidase family protein"
"10312","Manes.05G162700","","","metabolic process; acyltransferase activity",NA,"(1 of 2) PTHR23063//PTHR23063:SF1 - ACETYLTRANSFERASE-RELATED // 1-ACYLGLYCEROPHOSPHOCHOLINE O-ACYLTRANSFERASE 1","GO:0008152 GO:0016746","KOG4666","","PF01553","PTHR23063 PTHR23063:SF1","Phospholipid/glycerol acyltransferase family protein"
"10313","Manes.05G162800","","","peroxisome fission",NA,"(1 of 4) KOG4186 - Peroxisomal biogenesis protein (peroxin)","GO:0005779 GO:0016559","KOG4186","","PF05648","PTHR12652 PTHR12652:SF10","peroxin 11A"
"10314","Manes.05G162900","","","base-excision repair; DNA-3-methyladenine glycosylase activity",NA,"(1 of 2) PTHR31116//PTHR31116:SF5 - FAMILY NOT NAMED // 3-METHYLADENINE GLYCOSYLASE I-RELATED","GO:0006284 GO:0008725","","K01246","PF03352","PTHR31116 PTHR31116:SF5","DNA glycosylase superfamily protein"
"10315","Manes.05G163000","","","",NA,"(1 of 3) K14503 - brassinosteroid resistant 1/2 (BZR1_2)","","","K14503","PF05687","PTHR31506 PTHR31506:SF6","Brassinosteroid signalling positive regulator (BZR1) family protein"
"10316","Manes.05G163100","","","nucleobase-containing compound metabolic process; methyltransferase activity",NA,"(1 of 1) KOG2356 - Transcriptional activator; adenine-specific DNA methyltransferase","GO:0006139 GO:0008168","KOG2356","","PF05063","PTHR12829","Methyltransferase MT-A70 family protein"
"10317","Manes.05G163200","","","DNA binding; regulation of DNA-templated transcription",NA,"(1 of 152) PF02365 - No apical meristem (NAM) protein (NAM)","GO:0003677 GO:0006355","","","PF02365","PTHR31989 PTHR31989:SF12",""
"10318","Manes.05G163300","","","protein binding",NA,"(1 of 2) PTHR13286:SF6 - HISTONE DEACETYLASE COMPLEX SUBUNIT SAP30L","GO:0005515","","","PF13867","PTHR13286 PTHR13286:SF6","(1 of 2) PTHR13286 - SAP30"
"10319","Manes.05G163400","","","",NA,"(1 of 5) KOG2966 - Uncharacterized conserved protein","","KOG2966","","PF04678","PTHR13462 PTHR13462:SF17","Protein of unknown function (DUF607)"
"10320","Manes.05G163500","","","metalloendopeptidase activity; protein binding; proteolysis; cell adhesion; membrane",NA,"(1 of 2) 3.4.24.36 - Leishmanolysin / Promastigote surface endopeptidase","GO:0004222 GO:0005515 GO:0006508 GO:0007155 GO:0016020","","K01404","PF01457 PF07974","PTHR10942 PTHR10942:SF0","metalloendopeptidases;zinc ion binding"
"10321","Manes.05G163700","PWY4FS-7; PWY0-1319; TRIGLSYN-PWY; PWY-7411; PWY-7417","phosphatidylglycerol biosynthesis I (plastidic); CDP-diacylglycerol biosynthesis II; diacylglycerol and triacylglycerol biosynthesis; superpathway of phosphatidate biosynthesis (yeast); phospholipid remodeling (phosphatidate, yeast)","metabolic process; acyltransferase activity",NA,"(1 of 3) K13513 - lysocardiolipin and lysophospholipid acyltransferase (LCLAT1; AGPAT8)","GO:0008152 GO:0016746","KOG1505","K13513","PF01553 PF16076","PTHR10983 PTHR10983:SF25","lysophosphatidyl acyltransferase 4"
"10322","Manes.05G163800","PWY-7601; PWY-6433; PWY-7619; PWY-5080; PWY-7036; PWY-6598","arachidonate biosynthesis IV (8-detaturase, lower eukaryotes); hydroxylated fatty acid biosynthesis (plants); juniperonate biosynthesis; very long chain fatty acid biosynthesis I; very long chain fatty acid biosynthesis II; sciadonate biosynthesis","",NA,"(1 of 3) PTHR11157//PTHR11157:SF11 - FATTY ACID ACYL TRANSFERASE-RELATED // F25A4.4","GO:0016021","KOG3071","","PF01151","PTHR11157 PTHR11157:SF11","GNS1/SUR4 membrane protein family"
"10323","Manes.05G163900","","","protein binding; zinc ion binding",NA,"(1 of 2) PTHR12313//PTHR12313:SF10 - RNF5 // SUBFAMILY NOT NAMED","GO:0005515 GO:0008270","KOG0823","K10666","PF13920","PTHR12313 PTHR12313:SF10","RING/U-box superfamily protein"
"10324","Manes.05G164000","PWY-1061","homogalacturonan biosynthesis","glycosyltransferase activity",NA,"(1 of 33) 2.4.1.43 - Polygalacturonate 4-alpha-galacturonosyltransferase","GO:0016757","","","PF01501","PTHR13778 PTHR13778:SF6","Nucleotide-diphospho-sugar transferases superfamily protein"
"10325","Manes.05G164100","","","",NA,"(1 of 6) K17964 - leucine-rich PPR motif-containing protein; mitochondrial (LRPPRC)","","","K17964","PF01535 PF12854 PF13041","PTHR24015 PTHR24015:SF695","Pentatricopeptide repeat (PPR) superfamily protein"
"10326","Manes.05G164200","","","zinc ion binding",NA,"(1 of 5) KOG1703 - Adaptor protein Enigma and related PDZ-LIM proteins","GO:0008270","KOG1703","","PF00412 PF12315","PTHR24209 PTHR24209:SF10","DA1"
"10327","Manes.05G164300","PWY-6358; PWY-6364; PWY-6363","superpathway of D-<i>myo</i>-inositol (1,4,5)-trisphosphate metabolism; D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis; D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation","phosphatidylinositol dephosphorylation",NA,"(1 of 8) 3.1.3.56 - Inositol-polyphosphate 5-phosphatase / Type I inositol-polyphosphate phosphatase","GO:0046856","KOG0565","","PF03372","PTHR11200","inositol polyphosphate 5-phosphatase 11"
"10328","Manes.05G164400","","","protein binding",NA,"(1 of 13) PF00646//PF08387 - F-box domain (F-box) // FBD (FBD)","GO:0005515","","","PF00646 PF08387","PTHR32212 PTHR32212:SF134",""
"10329","Manes.05G164500","","","xenobiotic transmembrane transport; antiporter activity; membrane; transmembrane transport",NA,"(1 of 2) PTHR11206//PTHR11206:SF115 - MULTIDRUG RESISTANCE PROTEIN // MATE EFFLUX FAMILY PROTEIN","GO:0006855 GO:0015238 GO:0015297 GO:0016020 GO:0055085","KOG1347","K03327","PF01554","PTHR11206 PTHR11206:SF115","MATE efflux family protein"
"10330","Manes.05G164600","","","structural constituent of ribosome; ribosome; translation",NA,"(1 of 1) PTHR21569:SF2 - 30S RIBOSOMAL PROTEIN S9; CHLOROPLASTIC","GO:0003735 GO:0005840 GO:0006412","KOG1753","K02996","PF00380","PTHR21569 PTHR21569:SF2","ribosomal protein S9"
"10331","Manes.05G164700","","","",NA,"(1 of 1) PTHR12956//PTHR12956:SF17 - ALKALINE CERAMIDASE-RELATED // SUBFAMILY NOT NAMED","","","","PF04765","PTHR12956 PTHR12956:SF17","Protein of unknown function (DUF616)"
"10332","Manes.05G164701","","","",NA,"","","","","","",""
"10333","Manes.05G165700","","","",NA,"(1 of 1) PTHR21495//PTHR21495:SF79 - NUCLEOPORIN-RELATED // DISEASE RESISTANCE-RESPONSIVE (DIRIGENT-LIKE PROTEIN) FAMILY PROTEIN","","","","PF03018","PTHR21495 PTHR21495:SF79","Disease resistance-responsive (dirigent-like protein) family protein"
"10334","Manes.05G165800","","","nucleic acid binding; ubiquitin-protein transferase activity; protein binding; zinc ion binding; protein ubiquitination",NA,"(1 of 4) PTHR11685//PTHR11685:SF135 - RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING // E3 UBIQUITIN-PROTEIN LIGASE ARI10-RELATED","GO:0003676 GO:0004842 GO:0005515 GO:0008270 GO:0016567","KOG1815","K11968","PF01485","PTHR11685 PTHR11685:SF135",""
"10335","Manes.05G165900","","","",NA,"(1 of 7) PF03350 - Uncharacterized protein family; UPF0114 (UPF0114)","","","","PF03350","PTHR31721 PTHR31721:SF3",""
"10336","Manes.05G166100","PWY0-501","lipoate biosynthesis and incorporation I","cytoplasm; lipoate biosynthetic process",NA,"(1 of 1) PTHR10993//PTHR10993:SF11 - OCTANOYLTRANSFERASE // PLASTIDIAL LIPOYLTRANSFERASE 2-RELATED","GO:0005737 GO:0006464 GO:0009107 GO:0016415","KOG0325","K03801","PF03099","PTHR10993 PTHR10993:SF11","Biotin/lipoate A/B protein ligase family"
"10337","Manes.05G166200","PWY-735","jasmonic acid biosynthesis","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 3) K01723 - hydroperoxide dehydratase (AOS)","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","","K01723","PF00067","PTHR24286 PTHR24286:SF50","allene oxide synthase"
"10338","Manes.05G166301","PWY-735","jasmonic acid biosynthesis","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 3) K01723 - hydroperoxide dehydratase (AOS)","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","","K01723","PF00067","PTHR24286 PTHR24286:SF50","allene oxide synthase"
"10339","Manes.05G166400","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 74) PF00069//PF07714 - Protein kinase domain (Pkinase) // Protein tyrosine kinase (Pkinase_Tyr)","GO:0004672 GO:0004713 GO:0005524 GO:0006468","KOG1187","","PF00069","PTHR27005 PTHR27005:SF16",""
"10340","Manes.05G166500","","","",NA,"","","","","","PTHR35324",""
"10341","Manes.05G166600","","","protein binding",NA,"(1 of 1) KOG0279//KOG0313//KOG0645 - G protein beta subunit-like protein // Microtubule binding protein YTM1 (contains WD40 repeats) // WD40 repeat protein","GO:0005515","KOG0279 KOG0313 KOG0645","","PF00400","PTHR22844 PTHR22844:SF145","Transducin/WD40 repeat-like superfamily protein"
"10342","Manes.05G166700","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase","GO:0004672 GO:0004713 GO:0005524 GO:0006468","KOG1187","","PF07714","PTHR27001 PTHR27001:SF242",""
"10343","Manes.05G166800","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF102",""
"10344","Manes.05G166900","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF102",""
"10345","Manes.05G167000","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF102",""
"10346","Manes.05G167200","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF102",""
"10347","Manes.05G167400","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF102",""
"10348","Manes.05G167466","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF102",""
"10349","Manes.05G167500","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF102",""
"10350","Manes.05G167600","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF102",""
"10351","Manes.05G167700","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF102",""
"10352","Manes.05G167800","","","protein binding; regulation of transcription by RNA polymerase II; zinc ion binding",NA,"(1 of 2) K11314 - transcriptional adapter 2-alpha (TADA2A; ADA2)","GO:0005515 GO:0006357 GO:0008270 GO:0016573","KOG0457","K11314","PF00249 PF00569","PTHR12374 PTHR12374:SF23","homolog of yeast ADA2 2A"
"10353","Manes.05G167900","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF102",""
"10354","Manes.05G168100","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF102",""
"10355","Manes.05G168200","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF111",""
"10356","Manes.05G168300","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 4) PTHR24298//PTHR24298:SF172 - FAMILY NOT NAMED // CYTOCHROME P450 82C2-RELATED","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF172","cytochrome P450, family 82, subfamily C, polypeptide 4"
"10357","Manes.05G168400","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 4) PTHR24298//PTHR24298:SF172 - FAMILY NOT NAMED // CYTOCHROME P450 82C2-RELATED","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF172","cytochrome P450, family 82, subfamily C, polypeptide 4"
"10358","Manes.05G168500","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 4) PTHR24298//PTHR24298:SF172 - FAMILY NOT NAMED // CYTOCHROME P450 82C2-RELATED","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","","PF00067","PTHR24298 PTHR24298:SF172","cytochrome P450, family 82, subfamily C, polypeptide 4"
"10359","Manes.05G168600","","","",NA,"(1 of 4) PTHR31496//PTHR31496:SF7 - FAMILY NOT NAMED // TRANSCRIPTION REPRESSOR KAN1-RELATED","","","","PF00249","PTHR31496 PTHR31496:SF7","Homeodomain-like superfamily protein"
"10360","Manes.05G168700","","","",NA,"(1 of 2) KOG3236 - Predicted membrane protein","","KOG3236","","PF09767","PTHR12869","(1 of 1) PTHR12869 - SMALL SEVEN TRANSMEMBRANE DOMAIN-CONTAINING PROTEIN"
"10361","Manes.05G168800","","","cytochrome b6f complex",NA,"(1 of 2) PF08041 - PetM family of cytochrome b6f complex subunit 7 (PetM)","GO:0009512","","","PF08041","PTHR34951","cytochrome b6f complex subunit (petM), putative"
"10362","Manes.05G168900","","","DNA binding",NA,"(1 of 101) PF02362 - B3 DNA binding domain (B3)","GO:0003677","","","PF02362","PTHR31391 PTHR31391:SF22",""
"10363","Manes.05G169000","PWY-5053; PWY-5034","superpathway of gibberellin GA<sub>12</sub> biosynthesis; GA<sub>12</sub> biosynthesis","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 1) 1.14.13.78 - Ent-kaurene oxidase","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0156","K04122","PF00067","PTHR24279 PTHR24279:SF57","GA requiring 3"
"10364","Manes.05G169100","","","",NA,"(1 of 2) PTHR22950//PTHR22950:SF281 - AMINO ACID TRANSPORTER // LYSINE HISTIDINE TRANSPORTER-LIKE 8","","KOG1303","","PF01490","PTHR22950 PTHR22950:SF281","Transmembrane amino acid transporter family protein"
"10365","Manes.05G169200","","","proteolysis; serine-type peptidase activity; membrane",NA,"(1 of 2) PTHR12383:SF15 - THYLAKOIDAL PROCESSING PEPTIDASE 1; CHLOROPLASTIC-RELATED","GO:0006508 GO:0008236 GO:0016020","KOG0171","K03100","PF10502","PTHR12383 PTHR12383:SF15","Peptidase S24/S26A/S26B/S26C family protein"
