gene_id,locusName,Description,colors,class
Manes.05G079200.v8.1,Manes.05G079200,(1 of 2) K02895 - large subunit ribosomal protein L24 (RP-L24; MRPL24; rplX),brown,NA
Manes.05G079400.v8.1,Manes.05G079400,(1 of 56) PF14368 - Probable lipid transfer (LTP_2),brown,NA
Manes.05G079800.v8.1,Manes.05G079800,,yellow,NA
Manes.05G080400.v8.1,Manes.05G080400,(1 of 1) PTHR11814:SF60 - SULFATE TRANSPORTER 3.1-RELATED,brown,NA
Manes.05G080800.v8.1,Manes.05G080800,(1 of 4) K06890 - uncharacterized protein (K06890),brown,NA
Manes.05G081900.v8.1,Manes.05G081900,(1 of 1) 1.14.11.42 - tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-C(2))-hydroxylase,yellow,NA
Manes.05G082900.v8.1,Manes.05G082900,(1 of 1) K17911 - beta-carotene isomerase (DWARF27),skyblue3,NA
Manes.05G083000.v8.1,Manes.05G083000,(1 of 2) PTHR23430:SF76 - HISTONE H2A VARIANT 1-RELATED,yellow,NA
Manes.05G086300.v8.1,Manes.05G086300,(1 of 4) K13407 - fatty acid omega-hydroxylase (CYP94A1),yellow,NA
Manes.05G087000.v8.1,Manes.05G087000,(1 of 1) PTHR24412//PTHR24412:SF213 - FAMILY NOT NAMED // F-BOX/KELCH-REPEAT PROTEIN OR23,brown,NA
Manes.05G087400.v8.1,Manes.05G087400,(1 of 2) PTHR12791//PTHR12791:SF34 - GOLGI SNARE BET1-RELATED // SUBFAMILY NOT NAMED,brown,NA
Manes.05G088100.v8.1,Manes.05G088100,(1 of 4) PTHR13833//PTHR13833:SF46 - FAMILY NOT NAMED // NHL DOMAIN-CONTAINING PROTEIN,yellow,NA
Manes.05G089700.v8.1,Manes.05G089700,(1 of 49) PF00407 - Pathogenesis-related protein Bet v I family (Bet_v_1),yellow,NA
Manes.05G090700.v8.1,Manes.05G090700,(1 of 259) PF00076 - RNA recognition motif. (a.k.a. RRM; RBD; or RNP domain) (RRM_1),brown,NA
Manes.05G090800.v8.1,Manes.05G090800,,yellow,NA
Manes.05G092200.v8.1,Manes.05G092200,(1 of 4) PTHR26402//PTHR26402:SF526 - RESPONSE REGULATOR OF TWO-COMPONENT SYSTEM // TWO-COMPONENT RESPONSE REGULATOR ARR15-RELATED,yellow,NA
Manes.05G095400.v8.1,Manes.05G095400,(1 of 2) PTHR37736:SF1 - GENOMIC DNA; CHROMOSOME 3; P1 CLONE:MSD24,brown,NA
Manes.05G097001.v8.1,Manes.05G097001,(1 of 7) K15040 - voltage-dependent anion channel protein 2 (VDAC2),yellow,NA
Manes.05G097600.v8.1,Manes.05G097600,(1 of 38) PF01535//PF12854//PF13041 - PPR repeat (PPR) // PPR repeat (PPR_1) // PPR repeat family (PPR_2),yellow,NA
Manes.05G097902.v8.1,Manes.05G097902,(1 of 2) PTHR23155//PTHR23155:SF411 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,skyblue3,NA
Manes.05G098800.v8.1,Manes.05G098800,(1 of 1) PTHR35688:SF2 - NAD(P)-LINKED OXIDOREDUCTASE-LIKE PROTEIN,yellow,NA
Manes.05G100100.v8.1,Manes.05G100100,(1 of 2) PTHR31072:SF33 - TRANSCRIPTION FACTOR TCP15,brown,NA
Manes.05G100200.v8.1,Manes.05G100200,(1 of 2) K03869 - cullin 3 (CUL3),floralwhite,NA
Manes.05G100300.v8.1,Manes.05G100300,(1 of 1) PTHR12725//PTHR12725:SF55 - HALOACID DEHALOGENASE-LIKE HYDROLASE // F14L17.7 PROTEIN,brown,NA
Manes.05G101200.v8.1,Manes.05G101200,(1 of 3) PTHR10759//PTHR10759:SF1 - 60S RIBOSOMAL PROTEIN L34 // SUBFAMILY NOT NAMED,yellow,NA
Manes.05G103000.v8.1,Manes.05G103000,,yellow,NA
Manes.05G106700.v8.1,Manes.05G106700,(1 of 2) PTHR22883//PTHR22883:SF96 - ZINC FINGER DHHC DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED,yellow,NA
Manes.05G110700.v8.1,Manes.05G110700,(1 of 60) PF07983 - X8 domain (X8),brown,NA
Manes.05G112400.v8.1,Manes.05G112400,(1 of 3) K12640 - brassinosteroid-6-oxidase 2 (CYP85A2; BR6OX2),brown,NA
Manes.05G111300.v8.1,Manes.05G111300,(1 of 12) K15639 - PHYB activation tagged suppressor 1 (CYP734A1; BAS1),brown,NA
Manes.05G113000.v8.1,Manes.05G113000,(1 of 2) PTHR31096//PTHR31096:SF13 - FAMILY NOT NAMED // ACT DOMAIN-CONTAINING PROTEIN 5,brown,NA
Manes.05G115800.v8.1,Manes.05G115800,(1 of 4) K04710 - ceramide synthetase (CERS),brown,NA
Manes.05G117000.v8.1,Manes.05G117000,,yellow,NA
Manes.05G117400.v8.1,Manes.05G117400,(1 of 2) PTHR11064:SF35 - PROTEIN DR1 HOMOLOG,yellow,NA
Manes.05G118100.v8.1,Manes.05G118100,(1 of 1) PTHR23272:SF21 - BED ZINC FINGER AND HAT DIMERIZATION DOMAIN-CONTAINING PROTEIN,yellow,NA
Manes.05G119232.v8.1,Manes.05G119232,,yellow,NA
Manes.05G138900.v8.1,Manes.05G138900,(1 of 2) PTHR11005//PTHR11005:SF17 - LYSOSOMAL ACID LIPASE-RELATED // AB-HYDROLASE ASSOCIATED LIPASE REGION CONTAINING PROTEIN,yellow,NA
Manes.05G138400.v8.1,Manes.05G138400,(1 of 4) K03456 - serine/threonine-protein phosphatase 2A regulatory subunit A (PPP2R1),yellow,NA
Manes.05G114500.v8.1,Manes.05G114500,(1 of 3) PF13398 - Peptidase M50B-like (Peptidase_M50B),brown,NA
Manes.05G114400.v8.1,Manes.05G114400,(1 of 4) PTHR10641//PTHR10641:SF581 - MYB-LIKE DNA-BINDING PROTEIN MYB // MYB TRANSCRIPTION FACTOR,yellow,NA
Manes.05G132600.v8.1,Manes.05G132600,(1 of 56) PF14368 - Probable lipid transfer (LTP_2),brown,NA
Manes.05G120100.v8.1,Manes.05G120100,(1 of 1) PTHR11005//PTHR11005:SF30 - LYSOSOMAL ACID LIPASE-RELATED // SUBFAMILY NOT NAMED,yellow,NA
Manes.05G131700.v8.1,Manes.05G131700,(1 of 3) K02932 - large subunit ribosomal protein L5e (RP-L5e; RPL5),floralwhite,NA
Manes.05G121700.v8.1,Manes.05G121700,(1 of 4) 1.1.1.54//1.3.1.102//1.3.1.74 - Allyl-alcohol dehydrogenase // 2-alkenal reductase (NADP(+)) / NADPH-dependent alkenal/one oxidoreductase // 2-alkenal reductase (NAD(P)(+)) / NADPH:2-alkenal alpha;beta-hydrogenase,yellow,NA
Manes.05G123347.v8.1,Manes.05G123347,(1 of 1) PTHR34050//PTHR34050:SF1 - FAMILY NOT NAMED // ORGANELLAR DNA-BINDING PROTEIN,brown,NA
Manes.05G114300.v8.1,Manes.05G114300,(1 of 1) PTHR10903:SF65 - AIG1 DOMAIN-CONTAINING PROTEIN-RELATED,brown,NA
Manes.05G113300.v8.1,Manes.05G113300,(1 of 1) PTHR22884//PTHR22884:SF295 - SET DOMAIN PROTEINS // HISTONE-LYSINE N-METHYLTRANSFERASE SETD1A,brown,NA
Manes.05G136300.v8.1,Manes.05G136300,(1 of 14) PF04784//PF14389 - Protein of unknown function; DUF547 (DUF547) // Leucine-zipper of ternary complex factor MIP1 (Lzipper-MIP1),yellow,NA
Manes.05G136400.v8.1,Manes.05G136400,(1 of 15) PF04759 - Protein of unknown function; DUF617 (DUF617),brown,NA
Manes.05G125500.v8.1,Manes.05G125500,(1 of 1) PTHR22883//PTHR22883:SF72 - ZINC FINGER DHHC DOMAIN CONTAINING PROTEIN // PROTEIN S-ACYLTRANSFERASE 21,floralwhite,NA
Manes.05G134400.v8.1,Manes.05G134400,(1 of 3) 3.4.17.20 - Carboxypeptidase U / Thrombin-activatable fibrinolysis inhibitor,yellow,NA
Manes.05G135400.v8.1,Manes.05G135400,(1 of 9) K14500 - BR-signaling kinase (BSK),yellow,NA
Manes.05G140400.v8.1,Manes.05G140400,(1 of 4) PF00257 - Dehydrin (Dehydrin),brown,NA
Manes.05G141600.v8.1,Manes.05G141600,(1 of 80) PF01535//PF13041//PF14432 - PPR repeat (PPR) // PPR repeat family (PPR_2) // DYW family of nucleic acid deaminases (DYW_deaminase),yellow,NA
Manes.05G142300.v8.1,Manes.05G142300,(1 of 3) 2.1.1.142//2.1.1.143 - Cycloartenol 24-C-methyltransferase / Sterol C-methyltransferase // 24-methylenesterol C-methyltransferase / SMT(2),yellow,NA
Manes.05G142400.v8.1,Manes.05G142400,(1 of 1) PTHR10438//PTHR10438:SF247 - THIOREDOXIN // THIOREDOXIN-LIKE PROTEIN CDSP32; CHLOROPLASTIC,brown,NA
Manes.05G145300.v8.1,Manes.05G145300,,yellow,NA
Manes.05G146600.v8.1,Manes.05G146600,(1 of 3) PTHR11071//PTHR11071:SF250 - PEPTIDYL-PROLYL CIS-TRANS ISOMERASE // SUBFAMILY NOT NAMED,yellow,NA
Manes.05G146700.v8.1,Manes.05G146700,(1 of 1) PTHR22849//PTHR22849:SF31 - WDSAM1 PROTEIN // SUBFAMILY NOT NAMED,yellow,NA
Manes.05G147700.v8.1,Manes.05G147700,(1 of 2) PTHR23201:SF2 - GIBBERELLIN-REGULATED PROTEIN 1-RELATED,yellow,NA
Manes.05G148300.v8.1,Manes.05G148300,(1 of 2) PTHR31681//PTHR31681:SF1 - FAMILY NOT NAMED // C2H2-LIKE ZINC FINGER PROTEIN,skyblue3,NA
Manes.05G148550.v8.1,Manes.05G148550,(1 of 3) PTHR12300//PTHR12300:SF26 - HVA22-LIKE PROTEINS // HVA22-LIKE PROTEIN G-RELATED,yellow,NA
Manes.05G149100.v8.1,Manes.05G149100,(1 of 3) K12619 - 5'-3' exoribonuclease 2 (XRN2; RAT1),brown,NA
Manes.05G149400.v8.1,Manes.05G149400,(1 of 4) PTHR31374//PTHR31374:SF35 - FAMILY NOT NAMED // AUXIN-INDUCED PROTEIN-RELATED,brown,NA
Manes.05G151200.v8.1,Manes.05G151200,(1 of 2) PTHR22870:SF195 - REGULATOR OF CHROMOSOME CONDENSATION (RCC1) FAMILY PROTEIN,yellow,NA
Manes.05G152600.v8.1,Manes.05G152600,(1 of 6) K09250 - cellular nucleic acid-binding protein (CNBP),yellow,NA
Manes.05G153600.v8.1,Manes.05G153600,(1 of 3) 3.1.3.2//3.1.3.41//3.1.3.60 - Acid phosphatase / Phosphomonoesterase // 4-nitrophenylphosphatase // Phosphoenolpyruvate phosphatase,yellow,NA
Manes.05G154600.v8.1,Manes.05G154600,(1 of 1) PTHR24067:SF125 - UBIQUITIN-CONJUGATING ENZYME E2 18-RELATED,brown,NA
Manes.05G158900.v8.1,Manes.05G158900,(1 of 3) PTHR23500:SF43 - SUGAR TRANSPORTER ERD6-LIKE 4-RELATED,yellow,NA
Manes.05G159900.v8.1,Manes.05G159900,(1 of 1) PTHR10174//PTHR10174:SF151 - RETINALDEHYDE BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED,brown,NA
Manes.05G160200.v8.1,Manes.05G160200,,brown,NA
Manes.05G160600.v8.1,Manes.05G160600,(1 of 3) PTHR32227:SF16 - GLUCAN ENDO-1;3-BETA-GLUCOSIDASE 7-RELATED,brown,carb
Manes.05G161100.v8.1,Manes.05G161100,(1 of 3) PF06708 - Protein of unknown function (DUF1195) (DUF1195),yellow,NA
Manes.05G163100.v8.1,Manes.05G163100,(1 of 1) KOG2356 - Transcriptional activator; adenine-specific DNA methyltransferase,yellow,NA
Manes.05G163200.v8.1,Manes.05G163200,(1 of 152) PF02365 - No apical meristem (NAM) protein (NAM),brown,NA
Manes.05G163300.v8.1,Manes.05G163300,(1 of 2) PTHR13286:SF6 - HISTONE DEACETYLASE COMPLEX SUBUNIT SAP30L,yellow,NA
Manes.05G165800.v8.1,Manes.05G165800,(1 of 4) PTHR11685//PTHR11685:SF135 - RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING // E3 UBIQUITIN-PROTEIN LIGASE ARI10-RELATED,brown,NA
Manes.05G172300.v8.1,Manes.05G172300,(1 of 2) K14499 - BRI1 kinase inhibitor 1 (BKI1),yellow,NA
Manes.05G173500.v8.1,Manes.05G173500,(1 of 2) PTHR33926//PTHR33926:SF2 - FAMILY NOT NAMED // PROTEIN TIC 22; CHLOROPLASTIC,brown,NA
Manes.05G174700.v8.1,Manes.05G174700,(1 of 2) PTHR21493//PTHR21493:SF104 - CGI-141-RELATED/LIPASE CONTAINING PROTEIN // SUBFAMILY NOT NAMED,brown,NA
Manes.05G176400.v8.1,Manes.05G176400,(1 of 4) K10395 - kinesin family member 4/21/27 (KIF4_21_27),brown,NA
Manes.05G180000.v8.1,Manes.05G180000,(1 of 2) PTHR31300:SF7 - LIPASE-RELATED,yellow,NA
Manes.05G182700.v8.1,Manes.05G182700,,yellow,NA
Manes.05G182800.v8.1,Manes.05G182800,(1 of 1) 2.3.1.43 - Phosphatidylcholine--sterol O-acyltransferase / Phospholipid--cholesterol acyltransferase,brown,NA
Manes.05G184800.v8.1,Manes.05G184800,(1 of 49) K09338 - homeobox-leucine zipper protein (HD-ZIP),skyblue3,NA
Manes.05G187100.v8.1,Manes.05G187100,(1 of 2) PTHR31734//PTHR31734:SF18 - FAMILY NOT NAMED // AUXIN-RESPONSIVE PROTEIN IAA8,brown,NA
Manes.05G187600.v8.1,Manes.05G187600,(1 of 22) PF12854//PF13041 - PPR repeat (PPR_1) // PPR repeat family (PPR_2),brown,NA
Manes.05G192400.v8.1,Manes.05G192400,(1 of 12) KOG3399 - Predicted Yippee-type zinc-binding protein,yellow,NA
Manes.05G193700.v8.1,Manes.05G193700,(1 of 1) K02293 - 15-cis-phytoene desaturase (PDS; crtP),brown,carot
Manes.05G195080.v8.1,Manes.05G195080,(1 of 2) PTHR22595:SF42 - CHITINASE-LIKE PROTEIN 1,yellow,carb
Manes.05G197600.v8.1,Manes.05G197600,(1 of 1) PTHR33231//PTHR33231:SF1 - FAMILY NOT NAMED // 30S RIBOSOMAL PROTEIN-RELATED,yellow,NA
Manes.05G200300.v8.1,Manes.05G200300,(1 of 4) PF16712 - Coiled-coil regions of plant-specific actin-binding protein (SCAB_CC),yellow,NA
Manes.05G203000.v8.1,Manes.05G203000,(1 of 1) PTHR32175:SF0 - P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASE FAMILY PROTEIN,brown,NA
Manes.05G204160.v8.1,Manes.05G204160,(1 of 1) PTHR33254:SF3 - REGULATOR OF RIBONUCLEASE-LIKE PROTEIN 3,yellow,NA
Manes.05G207100.v8.1,Manes.05G207100,,skyblue3,NA
Manes.06G000700.v8.1,Manes.06G000700,(1 of 1) PTHR10314//PTHR10314:SF79 - SER/THR DEHYDRATASE; TRP SYNTHASE // DOF-TYPE TRANSCRIPTION FACTOR TMO6,floralwhite,NA
Manes.06G004000.v8.1,Manes.06G004000,(1 of 11) K13464 - jasmonate ZIM domain-containing protein (JAZ),yellow,NA
Manes.06G004900.v8.1,Manes.06G004900,(1 of 2) PTHR33052:SF22 - F15H18.19,brown,NA
Manes.06G005200.v8.1,Manes.06G005200,(1 of 1) PF07005 - Putative sugar-binding N-terminal domain (DUF1537),yellow,carb
Manes.06G005300.v8.1,Manes.06G005300,(1 of 5) PTHR10722 - 60S RIBOSOMAL PROTEIN L19,brown,NA
Manes.06G006000.v8.1,Manes.06G006000,(1 of 1) PTHR23111//PTHR23111:SF40 - ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED,yellow,NA
Manes.06G006100.v8.1,Manes.06G006100,(1 of 4) 3.5.1.4 - Amidase / Acylase,yellow,NA
Manes.06G006500.v8.1,Manes.06G006500,(1 of 11) PTHR24296:SF1 - ALKANE HYDROXYLASE CYP96A15-RELATED,brown,NA
Manes.06G006600.v8.1,Manes.06G006600,(1 of 11) PTHR24296:SF1 - ALKANE HYDROXYLASE CYP96A15-RELATED,brown,NA
Manes.06G008400.v8.1,Manes.06G008400,(1 of 2) K14753 - guanine nucleotide-binding protein subunit beta-2-like 1 protein (RACK1),skyblue3,NA
Manes.06G008800.v8.1,Manes.06G008800,(1 of 2) K03267 - peptide chain release factor subunit 3 (ERF3; GSPT),yellow,NA
Manes.06G010600.v8.1,Manes.06G010600,(1 of 2) PTHR33334//PTHR33334:SF5 - FAMILY NOT NAMED // DENTIN SIALOPHOSPHOPROTEIN-LIKE PROTEIN,yellow,NA
Manes.06G010675.v8.1,Manes.06G010675,(1 of 35) PTHR27002//PTHR27002:SF84 - FAMILY NOT NAMED // ATP BINDING / PROTEIN KINASE-RELATED,skyblue3,NA
Manes.06G012225.v8.1,Manes.06G012225,(1 of 84) PF03732 - Retrotransposon gag protein (Retrotrans_gag),yellow,NA
Manes.06G012700.v8.1,Manes.06G012700,(1 of 2) K17893 - ubiquinol oxidase (AOX1; AOX2),brown,NA
Manes.06G013700.v8.1,Manes.06G013700,(1 of 2) PF08122 - NADH-ubiquinone oxidoreductase B12 subunit family (NDUF_B12),yellow,NA
Manes.06G017700.v8.1,Manes.06G017700,(1 of 16) K01537 - Ca2+-transporting ATPase (E3.6.3.8),brown,NA
Manes.06G018200.v8.1,Manes.06G018200,(1 of 2) PF09758 - Uncharacterised conserved protein (FPL),skyblue3,NA
Manes.06G019800.v8.1,Manes.06G019800,(1 of 1) PTHR10615//PTHR10615:SF117 - HISTONE ACETYLTRANSFERASE // SUBFAMILY NOT NAMED,yellow,NA
Manes.06G020300.v8.1,Manes.06G020300,(1 of 2) K18469 - TBC1 domain family member 5 (TBC1D5),brown,NA
Manes.06G020600.v8.1,Manes.06G020600,(1 of 53) PF14009 - Domain of unknown function (DUF4228) (DUF4228),yellow,NA
Manes.06G025800.v8.1,Manes.06G025800,(1 of 3) PTHR14155//PTHR14155:SF138 - RING FINGER DOMAIN-CONTAINING // GH10160P,yellow,NA
Manes.06G028600.v8.1,Manes.06G028600,(1 of 2) PTHR33228:SF5 - PROTEIN GLUTAMINE DUMPER 1-RELATED,yellow,NA
Manes.06G026400.v8.1,Manes.06G026400,(1 of 2) PTHR11638//PTHR11638:SF94 - ATP-DEPENDENT CLP PROTEASE // HEAT SHOCK PROTEIN 104,skyblue3,NA
Manes.06G031900.v8.1,Manes.06G031900,,yellow,NA
Manes.06G032800.v8.1,Manes.06G032800,(1 of 1) K17908 - autophagy-related protein 18 (WIPI; ATG18),brown,NA
Manes.06G033000.v8.1,Manes.06G033000,(1 of 1) KOG3269 - Predicted membrane protein,brown,NA
Manes.06G035575.v8.1,Manes.06G035575,(1 of 1) PTHR11802:SF87 - SERINE CARBOXYPEPTIDASE 24-RELATED,brown,NA
Manes.06G034300.v8.1,Manes.06G034300,(1 of 1) PTHR10217:SF500 - CYCLIC NUCLEOTIDE-GATED ION CHANNEL 5-RELATED,brown,NA
Manes.06G036300.v8.1,Manes.06G036300,(1 of 10) K11855 - ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12] (USP36_42),brown,NA
Manes.06G037700.v8.1,Manes.06G037700,(1 of 2) KOG3315 - Transport protein particle (TRAPP) complex subunit,yellow,NA
Manes.06G038100.v8.1,Manes.06G038100,(1 of 1) PTHR35769:SF2 - CALCINEURIN-LIKE METALLO-PHOSPHOESTERASE SUPERFAMILY PROTEIN,floralwhite,NA
Manes.06G038600.v8.1,Manes.06G038600,(1 of 2) PTHR12277//PTHR12277:SF53 - UNCHARACTERIZED // ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN,brown,NA
Manes.06G039700.v8.1,Manes.06G039700,(1 of 1) PTHR14773//PTHR14773:SF0 - UNCHARACTERIZED // WD REPEAT-CONTAINING PROTEIN 76,yellow,NA
Manes.06G041350.v8.1,Manes.06G041350,(1 of 6) K02936 - large subunit ribosomal protein L7Ae (RP-L7Ae; RPL7A),yellow,NA
Manes.06G048400.v8.1,Manes.06G048400,(1 of 1) KOG1092 - Ypt/Rab-specific GTPase-activating protein GYP1,brown,NA
Manes.06G058601.v8.1,Manes.06G058601,,floralwhite,NA
Manes.06G053600.v8.1,Manes.06G053600,(1 of 74) PF00069//PF07714 - Protein kinase domain (Pkinase) // Protein tyrosine kinase (Pkinase_Tyr),brown,NA
Manes.06G054000.v8.1,Manes.06G054000,(1 of 1) PTHR10357:SF169 - ISOAMYLASE 1; CHLOROPLASTIC,yellow,carb
Manes.06G054300.v8.1,Manes.06G054300,(1 of 17) PF04852 - Protein of unknown function (DUF640) (DUF640),yellow,NA
Manes.06G051800.v8.1,Manes.06G051800,(1 of 9) PF13041//PF13812 - PPR repeat family (PPR_2) // Pentatricopeptide repeat domain (PPR_3),brown,NA
Manes.06G051900.v8.1,Manes.06G051900,(1 of 1) PTHR27000//PTHR27000:SF222 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT PROTEIN KINASE,brown,NA
Manes.06G059100.v8.1,Manes.06G059100,(1 of 3) PTHR32448:SF11 - BERBERINE BRIDGE ENZYME-RELATED,brown,NA
Manes.06G058300.v8.1,Manes.06G058300,(1 of 1) 1.1.1.23 - Histidinol dehydrogenase,brown,NA
Manes.06G055000.v8.1,Manes.06G055000,(1 of 8) PF00046//PF01852//PF08670 - Homeobox domain (Homeobox) // START domain (START) // MEKHLA domain (MEKHLA),brown,NA
Manes.06G061800.v8.1,Manes.06G061800,,brown,NA
Manes.06G062200.v8.1,Manes.06G062200,(1 of 1) KOG3104 - Mod5 protein sorting/negative effector of RNA Pol III synthesis,brown,NA
Manes.06G062600.v8.1,Manes.06G062600,(1 of 2) K12200 - programmed cell death 6-interacting protein (PDCD6IP; ALIX; RIM20),brown,NA
Manes.06G063600.v8.1,Manes.06G063600,,yellow,NA
Manes.06G064900.v8.1,Manes.06G064900,(1 of 1) PTHR31285:SF0 - PROMOTER OF FILAMENTATION PROTEIN 1,floralwhite,NA
Manes.06G065500.v8.1,Manes.06G065500,(1 of 5) PTHR27005//PTHR27005:SF28 - FAMILY NOT NAMED // PROTEIN KINASE-LIKE PROTEIN,yellow,NA
Manes.06G066100.v8.1,Manes.06G066100,(1 of 2) 6.1.1.16 - Cysteine--tRNA ligase / Cysteinyl-tRNA synthetase,floralwhite,NA
Manes.06G068300.v8.1,Manes.06G068300,(1 of 2) PTHR31769:SF5 - EXPRESSED PROTEIN,brown,NA
Manes.06G068700.v8.1,Manes.06G068700,(1 of 5) K00547 - homocysteine S-methyltransferase (mmuM),floralwhite,NA
Manes.06G068900.v8.1,Manes.06G068900,(1 of 2) PTHR31194:SF8 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF119,skyblue3,NA
Manes.06G070400.v8.1,Manes.06G070400,(1 of 2) K19032 - 30S ribosomal protein 3 (PSRP3),yellow,NA
Manes.06G071400.v8.1,Manes.06G071400,(1 of 1) PTHR23030:SF18 - ENDOSOMAL TARGETING BRO1-LIKE DOMAIN-CONTAINING PROTEIN,brown,NA
Manes.06G071500.v8.1,Manes.06G071500,(1 of 2) PTHR31003//PTHR31003:SF4 - MYB FAMILY TRANSCRIPTION FACTOR // GENOMIC DNA; CHROMOSOME 3; TAC CLONE:K13N2-RELATED,floralwhite,NA
Manes.06G071800.v8.1,Manes.06G071800,(1 of 2) PTHR27003//PTHR27003:SF5 - FAMILY NOT NAMED // DI-GLUCOSE BINDING PROTEIN WITH LEUCINE-RICH REPEAT DOMAIN,brown,NA
Manes.06G073500.v8.1,Manes.06G073500,(1 of 1) PTHR10106:SF20 - TRANSMEMBRANE ASCORBATE FERRIREDUCTASE 4-RELATED,brown,NA
Manes.06G077300.v8.1,Manes.06G077300,(1 of 80) PF01535//PF13041//PF14432 - PPR repeat (PPR) // PPR repeat family (PPR_2) // DYW family of nucleic acid deaminases (DYW_deaminase),brown,NA
Manes.06G077800.v8.1,Manes.06G077800,(1 of 4) K04710 - ceramide synthetase (CERS),brown,NA
Manes.06G078200.v8.1,Manes.06G078200,(1 of 1) PTHR35705:SF2 - WPP DOMAIN-INTERACTING TAIL-ANCHORED PROTEIN 2,yellow,NA
Manes.06G079300.v8.1,Manes.06G079300,(1 of 2) PTHR31923//PTHR31923:SF7 - FAMILY NOT NAMED // BSD DOMAIN-CONTAINING PROTEIN,brown,NA
Manes.06G079900.v8.1,Manes.06G079900,(1 of 4) PTHR22763//PTHR22763:SF8 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED,brown,NA
Manes.06G085200.v8.1,Manes.06G085200,,yellow,NA
Manes.06G086400.v8.1,Manes.06G086400,(1 of 19) 2.4.1.203 - Trans-zeatin O-beta-D-glucosyltransferase / Zeatin O-glucosyltransferase,yellow,NA
Manes.06G091550.v8.1,Manes.06G091550,,yellow,NA
Manes.06G094500.v8.1,Manes.06G094500,(1 of 163) PF00010 - Helix-loop-helix DNA-binding domain (HLH),yellow,NA
Manes.06G097100.v8.1,Manes.06G097100,(1 of 1) PTHR24078//PTHR24078:SF175 - DNAJ HOMOLOG SUBFAMILY C MEMBER // SUBFAMILY NOT NAMED,yellow,NA
Manes.06G098800.v8.1,Manes.06G098800,(1 of 1) PTHR12363//PTHR12363:SF32 - TRANSPORTIN 3 AND IMPORTIN 13 // SUBFAMILY NOT NAMED,yellow,NA
Manes.06G101900.v8.1,Manes.06G101900,(1 of 10) K09377 - cysteine and glycine-rich protein (CSRP),floralwhite,NA
Manes.06G106400.v8.1,Manes.06G106400,(1 of 3) PTHR10168:SF73 - GLUTAREDOXIN-C1,brown,NA
Manes.06G108000.v8.1,Manes.06G108000,(1 of 1) K11550 - kinetochore protein Spc25; animal type (SPBC25; SPC25),brown,NA
Manes.06G110100.v8.1,Manes.06G110100,(1 of 2) K17987 - next to BRCA1 gene 1 protein (NBR1),brown,NA
Manes.06G110900.v8.1,Manes.06G110900,(1 of 7) PF05605//PF14571 - Drought induced 19 protein (Di19); zinc-binding (zf-Di19) // Stress-induced protein Di19; C-terminal (Di19_C),brown,NA
Manes.06G111900.v8.1,Manes.06G111900,(1 of 1) PTHR12231:SF150 - RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 11; CHLOROPLASTIC,floralwhite,NA
Manes.06G112100.v8.1,Manes.06G112100,(1 of 2) 2.1.1.77 - Protein-L-isoaspartate(D-aspartate) O-methyltransferase / Protein L-isoaspartyl methyltransferase,brown,NA
Manes.06G113100.v8.1,Manes.06G113100,(1 of 2) PTHR24413:SF75 - BTB/POZ AND TAZ DOMAIN-CONTAINING PROTEIN 2,yellow,NA
Manes.06G115200.v8.1,Manes.06G115200,(1 of 2) K07739 - elongator complex protein 3 [EC:2.3.1.48] (ELP3; KAT9),yellow,NA
Manes.06G115400.v8.1,Manes.06G115400,(1 of 2) K03037 - 26S proteasome regulatory subunit N7 (PSMD6; RPN7),yellow,NA
Manes.06G115500.v8.1,Manes.06G115500,(1 of 2) PTHR11349//PTHR11349:SF44 - NUCLEOSIDE DIPHOSPHATE KINASE // NUCLEOSIDE DIPHOSPHATE KINASE II; CHLOROPLASTIC,yellow,NA
Manes.06G116400.v8.1,Manes.06G116400,(1 of 8) K00134 - glyceraldehyde 3-phosphate dehydrogenase (GAPDH; gapA),brown,carb
Manes.06G116500.v8.1,Manes.06G116500,(1 of 2) PTHR34466//PTHR34466:SF2 - FAMILY NOT NAMED // GENOMIC DNA; CHROMOSOME 5; P1 CLONE:MXI22,yellow,NA
Manes.06G116800.v8.1,Manes.06G116800,(1 of 2) K08818 - cell division cycle 2-like [EC:2.7.11.22] (CDC2L),yellow,NA
Manes.06G122600.v8.1,Manes.06G122600,(1 of 129) PF02519 - Auxin responsive protein (Auxin_inducible),brown,NA
Manes.06G122900.v8.1,Manes.06G122900,(1 of 2) PTHR13169:SF3 - MEMBRANE-ANCHORED UBIQUITIN-FOLD PROTEIN 3,brown,NA
